대피소명,주소,위도,경도,수용인원,시도,시군구
대중초등학교 운동장,경상남도 김해시 대동면 대동로 287,35.23626941,128.9493763,4317,경남,김해시
관천초등학교 운동장,대구광역시 북구 구암로22길 17(태전동),35.930383,128.5517941,5200,대구,북구
동천고등학교 운동장,부산광역시 남구 못골번영로 105(대연동),35.14438212,129.0874992,5876,부산,남구
오륙도초등학교 운동장,부산광역시 남구 오륙도로 57(용호동),35.10375039,129.1162257,4036,부산,남구
물금동아중학교 운동장,경상남도 양산시 물금읍 청운로 46,35.30779437,128.9932897,4606,경남,양산시
용두산 공영주차장,부산광역시 중구 대청로116번길 3(대청동1가),35.1024041,129.0330332,2909,부산,중구
연경공원,대구광역시 북구 동화천로55길 25(연경동),35.94356399,128.6232664,29747,대구,북구
관천중학교 운동장,대구광역시 북구 구암로22길 7(태전동),35.93093584,128.5523208,1980,대구,북구
서항공원,경상남도 창원시 마산합포구 드림베이대로 52(해운동),35.17650061,128.5660458,100000,경남,창원시
자명2리 마을회관 주변,경상북도 포항시 남구 연일읍 자명로145번길 4,36.01153562,129.304086,242,경북,포항시
연경초등학교 운동장,대구광역시 북구 연경중앙로11길 19(연경동),35.94534772,128.6160013,1636,대구,북구
용연초등학교 운동장,경상남도 양산시 하북면 용연로 110,35.44921699,129.0750617,4242,경남,양산시
탑리여자중학교,경상북도 의성군 금성면 탑리4길 25-6 ,36.25548261,128.6832439,2046,경북,의성군
부산아시아드 조각광장,부산광역시 동래구 사직로 45(사직동),35.19260822,129.0620379,11906,부산,동래구
만촌초등학교,대구광역시 수성구 국채보상로214길 33(만촌동),35.86698272,128.6477119,5995,대구,수성구
성신고등학교운동장,울산광역시 중구 성신고교길 26(복산동),35.56263929,129.3286192,9090,울산,중구
부산교육역사관  버스전용주차장,부산광역시 사하구 옥천로 130(감천동),35.0971422,129.0108602,2787,부산,사하구
성지초등학교 학교운동장,대구광역시 달서구 새동네로 27(용산동),35.85266423,128.5187611,4941,대구,달서구
팔달공원,대구광역시 북구 팔달로27길 117(노원동3가),35.89278893,128.569682,2446,대구,북구
대청초등학교,대구광역시 수성구 교학로12길 42(만촌동),35.85095255,128.6504441,2647,대구,수성구
어곡초등학교 운동장,경상남도 양산시 두전길 30-19 (어곡동),35.37997828,129.0294105,1575,경남,양산시
부산사직종합운동장 사직야구장 광장,부산광역시 동래구 사직로 45(사직동),35.19531936,129.0611139,7272,부산,동래구
청암중학교 운동장,경상남도 하동군 청암면 청학로 718-14 ,35.16069983,127.7981408,3442,경남,하동군
방산초등학교 운동장,경상남도 고성군 거류면 방산로 42,34.97134816,128.3639515,4685,경남,고성군
생비량초등학교 운동장,경상남도 산청군 생비량면 비량로 51-3 ,35.34629468,128.0467269,6497,경남,산청군
광안중학교 운동장,부산광역시 수영구 연수로310번길 127(광안동),35.167713,129.105319,7272,부산,수영구
이동초등학교 실외운동장,경상남도 남해군 이동면 무림로 29,34.80399402,127.952447,4596,경남,남해군
부산남고등학교 운동장,부산광역시 영도구 중리북로 5(동삼동),35.06979178,129.0658551,13575,부산,영도구
내성초등학교,경상북도 봉화군 봉화읍 교촌1길 37,36.88609299,128.7359573,11977,경북,봉화군
재산초등학교,경상북도 봉화군 재산면 재산로 514,36.81688113,,12328,경북,봉화군
진교중학교 운동장,경상남도 하동군 진교면 민다리길 168,35.03704987,127.8991274,7622,경남,하동군
삼산초등학교 운동장,경상남도 고성군 삼산면 미룡2길 65,34.9378619,128.2732823,3802,경남,고성군
하일초등학교 운동장,경상남도 고성군 하일면 학림2길 70-15 ,34.94577821,128.1902543,4280,경남,고성군
고성곤충생태학교 운동장(구.영천중학교 영현분교),경상남도 고성군 영현면 고봉로 613-36 ,35.05301507,128.2045269,14615,경남,고성군
회화중학교 운동장,경상남도 고성군 회화면 배둔서길 42-35 ,35.0562884,128.3620845,4604,경남,고성군
금서초등학교 운동장,경상남도 산청군 금서면 화계오봉로 12,35.46073103,127.7926108,4822,경남,산청군
삼동면민운동장,울산광역시 울주군 삼동면 삼동로 411,35.50414329,129.1308772,16664,울산,울주군
상주한려해상체육공원,경상남도 남해군 상주면 상주로60번길 69,34.72453373,127.9798651,23420,경남,남해군
법전중앙초등학교,경상북도 봉화군 법전면 법전로 135,36.91437053,128.8774046,3380,경북,봉화군
명호초등학교,경상북도 봉화군 명호면 노루목재길 28,36.85608917,128.8992077,10670,경북,봉화군
옥종고등학교 운동장,경상남도 하동군 옥종면 옥수로 4-9 ,35.17775434,127.8843965,4485,경남,하동군
고성중앙고등학교 운동장,경상남도 고성군 고성읍 남포로 45,34.96762768,128.3191572,6707,경남,고성군
경남고성음악고등학교 운동장,경상남도 고성군 하일면 공룡로 987,34.94390163,128.1934098,1691,경남,고성군
하이체육공원,경상남도 고성군 하이면 하이로 277,34.93036673,128.1215988,3980,경남,고성군
구만초등학교 운동장,경상남도 고성군 구만면 영회로 1763,35.08792065,128.3356272,2137,경남,고성군
마암초등학교 운동장,경상남도 고성군 마암면 옥천로 254,35.05600643,128.3364333,5212,경남,고성군
부산성우학교 운동장,부산광역시 기장군 장안읍 대룡2길 45,35.37420875,129.2632319,2048,부산,기장군
달산초등학교 운동장,부산광역시 기장군 정관읍 정관로 674,35.31908216,129.1877925,4072,부산,기장군
가동초등학교 운동장,부산광역시 기장군 정관읍 정관5로 100,35.32616084,129.1788792,3049,부산,기장군
기장초등학교 운동장,부산광역시 기장군 기장읍 읍내로 69,35.24590824,129.2120719,4472,부산,기장군
내리초등학교 운동장,부산광역시 기장군 기장읍 소정안길 50,35.20539671,129.205726,3381,부산,기장군
대청초등학교 운동장,부산광역시 기장군 기장읍 차성서로 31,35.23526676,129.210179,5200,부산,기장군
모전초등학교 운동장,부산광역시 기장군 정관읍 정관1로 17,35.33886847,129.1621292,3789,부산,기장군
방곡초등학교 운동장,부산광역시 기장군 정관읍 정관덕산길 61,35.32240429,129.1868699,4309,부산,기장군
신정초등학교 운동장,부산광역시 기장군 정관읍 정관로 460,35.32816845,129.1680086,5769,부산,기장군
신진초등학교 운동장,부산광역시 기장군 철마면 고촌로28번길 10,35.24030242,129.1715501,5964,부산,기장군
월내초등학교 운동장,부산광역시 기장군 장안읍 길천2길 25,35.32788836,129.2829335,5870,부산,기장군
월평초등학교 운동장,부산광역시 기장군 정관읍 월평1길 21,35.35975679,129.1388476,4363,부산,기장군
일광초등학교 운동장,부산광역시 기장군 일광읍 해빛로 46,35.2677929,129.2228436,3757,부산,기장군
장안초등학교 운동장,부산광역시 기장군 장안읍 장안로 67-4 ,35.34630733,129.2538098,1818,부산,기장군
정관초등학교 운동장,부산광역시 기장군 정관읍 정관로 530,35.32277195,129.171887,4392,부산,기장군
정원초등학교 운동장,부산광역시 기장군 정관읍 정관로 423,35.33232609,129.1677833,4389,부산,기장군
좌천초등학교 운동장,부산광역시 기장군 장안읍 좌천로 13-66 ,35.3117833,129.2403973,5987,부산,기장군
죽성초등학교 운동장,부산광역시 기장군 기장읍 죽성로 270,35.24241649,129.2439204,3030,부산,기장군
용암초등학교 운동장,부산광역시 기장군 기장읍 기장해안로 577,35.2248929,129.2270964,3055,부산,기장군
칠암초등학교 운동장,부산광역시 기장군 일광읍 박영준길 19,35.2985292,129.2555237,4387,부산,기장군
철마초등학교 운동장,부산광역시 기장군 철마면 철마로 493,35.27493504,129.1505153,2848,부산,기장군
기장중학교 운동장,부산광역시 기장군 기장읍 읍내로 120,35.24428725,129.2177099,5952,부산,기장군
대청중학교 운동장,부산광역시 기장군 기장읍 차성서로 3,35.23394715,129.2122328,3600,부산,기장군
모전중학교 운동장,부산광역시 기장군 정관읍 정관1로 9,35.33750753,129.1621506,5066,부산,기장군
부산중앙중학교 운동장,부산광역시 기장군 정관읍 정관덕산길 73,35.3223,129.188,6532,부산,기장군
신정중학교 운동장,부산광역시 기장군 정관읍 정관3로 44,35.32914004,129.1694248,4060,부산,기장군
장안제일고등학교(장안중학교) 운동장,부산광역시 기장군 장안읍 좌천2길 43,35.31486474,129.2414126,4337,부산,기장군
기장고등학교 운동장,부산광역시 기장군 기장읍 차성서로 77,35.23951519,129.2096626,8473,부산,기장군
부산장안고등학교 운동장,부산광역시 기장군 장안읍 신좌천로 10,35.31856566,129.2369843,10744,부산,기장군
신정고등학교 운동장,부산광역시 기장군 정관읍 정관3로 14,35.32774392,129.1669679,6550,부산,기장군
부산해마루학교 운동장,부산광역시 기장군 정관읍 모전로 23,35.33973929,129.1656321,1630,부산,기장군
정관고등학교 운동장,부산광역시 기장군 정관읍 정관로 534,35.32181341,129.1707551,4804,부산,기장군
부경대수산과학연구소 공터,부산광역시 기장군 일광읍 일광로 474,35.28436454,129.2580342,4000,부산,기장군
감삼못공원,대구광역시 서구 서대구로3길 43(내당동),35.85830048,128.5524151,19796,대구,서구
낙양 녹색쌈지공원,경상북도 상주시 낙양7길 16(낙양동),36.4139633,128.1505394,2315,경북,상주시
남대천동네축구장,경상북도 의성군 의성읍 구봉공원자전거길 48,36.3504696,128.6916996,4848,경북,의성군
산운생태공원,경상북도 의성군 금성면 수정사길 19,36.243638,128.703434,15309,경북,의성군
부곡중학교 운동장,부산광역시 금정구 동부곡로15번길 102-20 (부곡동),35.23089602,129.095931,7059,부산,금정구
의성고등학교 운동장,경상북도 의성군 의성읍 군청길 57,36.35276165,128.699968,6060,경북,의성군
종합운동장,경상남도 고성군 고성읍 송학고분로 193,34.98055958,128.3111876,90032,경남,고성군
철성고등학교 운동장,경상남도 고성군 고성읍 대가로 12,34.98334207,128.3198411,11636,경남,고성군
동해면민운동장,경상북도 포항시 남구 동해면 일월로155번길 25,35.99021229,129.449668,10909,경북,포항시
개천초등학교 운동장,경상남도 고성군 개천면 옥천로 1268,35.0983138,128.2601102,4531,경남,고성군
회화초등학교 운동장,경상남도 고성군 회화면 배둔로 95,35.0617832,128.3736763,4853,경남,고성군
거류초등학교 운동장,경상남도 고성군 거류면 거류로 693-14 ,34.99344801,128.4043803,7800,경남,고성군
해양초등학교 실외운동장,경상남도 남해군 남해읍 화전로 25,34.83418734,127.8960833,5313,경남,남해군
삼천포종합운동장,경상남도 사천시 주공로 32(벌리동),34.94226302,128.0888486,22873,경남,사천시
함양고등학교 운동장,경상남도 함양군 함양읍 함양로 1063,35.51425144,127.7217293,14026,경남,함양군
구정초등학교 운동장,경상북도 포항시 남구 오천읍 구정길 11,35.9806076,129.4086227,5455,경북,포항시
의성초등학교운동장,경상북도 의성군 의성읍 군청길 26,36.35231613,128.6953486,4384,경북,의성군
마천중학교 운동장,경상남도 함양군 마천면 마천삼정로 108,35.38736842,127.6594296,1433,경남,함양군
수동중학교 운동장,경상남도 함양군 수동면 수동내동길 19,35.52360038,127.7892925,8750,경남,함양군
안의중학교 운동장,경상남도 함양군 안의면 거함대로 1654,35.62986075,127.8187312,27300,경남,함양군
포항이동중학교 운동장,경상북도 포항시 남구 대이로 170(이동),36.02984026,129.3399577,5091,경북,포항시
호암초등학교 운동장,경상남도 함안군 칠원읍 호암길 30,35.27443564,128.5205066,2110,경남,함안군
대성초등학교 운동장,경상남도 고성군 고성읍 동외로151번길 60,34.97556626,128.3227154,2570,경남,고성군
철성초등학교 운동장,경상남도 고성군 고성읍 월평로 11,34.9573842,128.3419823,14301,경남,고성군
상리초등학교 운동장 ,경상남도 고성군 상리면 척번정1길 85,34.99859653,128.1859093,8284,경남,고성군
단성초등학교 운동장,경상남도 산청군 단성면 목화로961번길 10,35.29711919,127.9561572,3127,경남,산청군
다대중학교운동장,부산광역시 사하구 다대로554번길 33(다대동),35.057123,128.968511,7324,부산,사하구
고성중학교 삼산분교 운동장(폐교부지),경상남도 고성군 삼산면 미룡2길 75-21 ,34.93848341,128.2741222,10702,경남,고성군
대송초등학교 운동장,경상북도 포항시 남구 대송면 제내길 24,35.98435236,129.3624241,7273,경북,포항시
송라초등학교 운동장,경상북도 포항시 북구 송라면 보경로 33,36.22836582,129.358871,6061,경북,포항시
포항여자중학교 운동장,경상북도 포항시 북구 장미길 49(우현동),36.05360952,129.363327,9091,경북,포항시
경남체육고등학교 운동장,경상남도 진주시 진성면 진의로 178-27 ,35.20301306,128.2249752,8150,경남,진주시
춘산면목재체험관,경상북도 의성군 춘산면 금성현서로 1505,36.238676,128.81462,4969,경북,의성군
가음중학교(아소박물관),경상북도 의성군 가음면 장제지길 29,36.23604822,128.723191,6393,경북,의성군
만경영농조합,경상북도 의성군 단밀면 구단길 182-10 ,36.36164061,128.3892042,4442,경북,의성군
서창고등학교 운동장,경상남도 양산시 삼호동부로 125(삼호동),35.413677,129.173593,5444,경남,양산시
상영초등학교 운동장,경상북도 상주시 상산로 202(남성동),36.40878055,128.1602919,4096,경북,상주시
금빛초등학교 운동장,부산광역시 금정구 소정로 31(장전동),35.22748707,129.0804196,9201,부산,금정구
지산고등학교 운동장,부산광역시 금정구 오륜대로 50(부곡동),35.24348451,129.0978649,10402,부산,금정구
금정여자고등학교 운동장,부산광역시 금정구 서부로76번길 21(서동),35.22011118,129.1009606,5206,부산,금정구
금양초등학교 운동장,부산광역시 금정구 중앙대로 1755(부곡동),35.24113871,129.0922237,5745,부산,금정구
금샘초등학교 운동장,부산광역시 금정구 금샘로 525(남산동),35.26871137,129.0842663,19036,부산,금정구
남산고등학교 운동장,부산광역시 금정구 남산로 66(남산동),35.26754061,129.0858686,5549,부산,금정구
금양중학교 운동장,부산광역시 금정구 기찰로22번길 37(부곡동),35.2333381,129.0947628,6403,부산,금정구
광도초등학교,경상남도 통영시 광도면 노산1길 16,34.90045505,128.4061183,2927,경남,통영시
성서초등학교 운동장,대구광역시 달서구 달구벌대로 1339(이곡동),35.85186112,128.5137366,11041,대구,달서구
용산근린공원,대구광역시 달서구 용산로 205(용산동),35.85573782,128.5289415,20893,대구,달서구
남산중학교 운동장,부산광역시 금정구 금단로 114(남산동),35.25937638,129.0935118,7890,부산,금정구
이곡초등학교 운동장,대구광역시 달서구 선원남로 120(이곡동),35.85641619,128.5134221,6438,대구,달서구
상산초등학교 운동장,경상북도 상주시 왕산로 374(냉림동),36.42218461,128.1607586,16298,경북,상주시
무지개초등학교 운동장,경상남도 진주시 영천강로119번길 37(충무공동),35.17181551,128.1373012,2396,경남,진주시
공검초등학교 운동장,경상북도 상주시 공검면 공검이안길 27,36.51555372,128.1546459,4242,경북,상주시
낙서초등학교 운동장,경상남도 의령군 낙서면 낙동강로 773-6 ,35.48147868,128.4145278,2400,경남,의령군
금성초등학교,경상북도 의성군 금성면 탑리길 131,36.26250814,128.6797484,7563,경북,의성군
레드카펫촬영장공터,경상북도 의성군 금성면 도경1길 18,36.24017595,128.6427194,1027,경북,의성군
교촌농촌체험학교,경상북도 의성군 안계면 교화길 59,36.36967326,128.4709454,3986,경북,의성군
안심체육공원,대구광역시 동구 금호강변로 91(용계동),35.86747734,128.681195,10327,대구,동구
하양여자중학교,경상북도 경산시 하양읍 지식산업로8길 21,35.93076289,128.825756,1212,경북,경산시
자인여자중학교,경상북도 경산시 자인면 원효로 851-16 ,35.8157468,128.8279767,3030,경북,경산시
가좌초등학교 운동장,경상남도 진주시 내동로348번길 17(가좌동),35.14915451,128.1034703,4451,경남,진주시
다인중학교운동장,경상북도 의성군 다인면 서릉2길 27,36.45266567,128.3550845,12090,경북,의성군
밀성권역도농교류센터,경상북도 의성군 다인면 서부로 3549-7 ,36.50978275,128.3558679,4369,경북,의성군
명서초등학교 운동장,부산광역시 동래구 명서로 121(명장동),35.21172903,129.1008997,2676,부산,동래구
대곡초등학교 운동장,경상남도 진주시 대곡면 진의로 970,35.257557,128.176783,4843,경남,진주시
안남초등학교 운동장,부산광역시 동래구 연안로 46(안락동),35.19157407,129.1081738,4441,부산,동래구
명석중학교 운동장,경상남도 진주시 명석면 광제산로12번길 8,35.21689846,128.041749,8000,경남,진주시
고성유치원,경상남도 고성군 거류면 송산로 111,34.9832094,128.3597035,4763,경남,고성군
금곡초등학교 운동장,경상남도 진주시 금곡면 월아산로89번길 11,35.08953983,128.1849115,7000,경남,진주시
수정초등학교 운동장,경상남도 진주시 진양호로84번길 20(평거동),35.16515775,128.0486295,3207,경남,진주시
진서고등학교 운동장,경상남도 진주시 수곡면 옥수로 625,35.19734778,127.9276458,22410,경남,진주시
상주여자중학교 운동장,경상북도 상주시 상산로 222(남성동),36.41066287,128.1601202,4727,경북,상주시
오천중고등학교 운동장,경상북도 포항시 남구 오천읍 해병로 293,35.96888752,129.4133921,9212,경북,포항시
신광초등학교 운동장,경상북도 포항시 북구 신광면 토성길 31,36.12924074,129.2621713,4848,경북,포항시
두호남부초등학교 운동장,경상북도 포항시 북구 두호로52번길 13(두호동),36.06141782,129.3734872,3879,경북,포항시
영명학교 운동장,경상북도 안동시 북후면 산약길 6,36.62119163,128.7089381,1608,경북,안동시
길안중학교 운동장,경상북도 안동시 길안면 천지안길 71-3 ,36.45847053,128.8947428,11893,경북,안동시
경주여자고등학교 운동장,경상북도 경주시 금성로 437(성건동),35.85741631,129.2059072,16083,경북,경주시
안강옥산초등학교 운동장,경상북도 경주시 안강읍 낙헌2길 48,35.99524124,129.1692309,2579,경북,경주시
소보면복지회관,대구광역시 군위군 소보면 송원3길 19-18 ,36.25659441,128.4774312,418,대구,군위군
월포초등학교 운동장,경상북도 포항시 북구 청하면 월포로 146,36.20265923,129.3679082,3273,경북,포항시
강구면 삼사공원-2(삼사지구),경상북도 영덕군 강구면 해상공원길 198,36.34888993,129.3859579,16539,경북,영덕군
남양중학교 운동장,경상남도 사천시 진삼로 147(송포동),34.96906642,128.0625097,3139,경남,사천시
통영여자고등학교,경상남도 통영시 도리1길 19(도천동),34.84005834,128.4108247,3588,경남,통영시
가례초등학교 운동장,경상남도 의령군 가례면 가례로 128,35.33299129,128.2464713,3030,경남,의령군
상도중학교 운동장,경상북도 포항시 남구 상공로92번길 16(대도동),36.01464537,129.3608809,5818,경북,포항시
장성초등학교 운동장,경상북도 포항시 북구 새천년대로1123번길 6(장성동),36.06953754,129.3718565,6061,경북,포항시
청도중앙초등학교 운동장,경상북도 청도군 청도읍 중앙로 81,35.64709524,128.7521745,4800,경북,청도군
충렬초등학교,경상남도 통영시 여황로 249(명정동),34.84729435,128.4162182,3709,경남,통영시
통영중학교,경상남도 통영시 봉수로 25(봉평동),34.82870694,128.4162431,12048,경남,통영시
용덕면공설운동장,경상남도 의령군 용덕면 덕암로6길 18,35.34125117,128.271322,7024,경남,의령군
유곡초등학교 운동장,경상남도 의령군 유곡면 마장로 22-6 ,35.43364509,128.3139879,4787,경남,의령군
화정초등학교 운동장,경상남도 의령군 화정면 화정로 314,35.27628498,128.2112753,2764,경남,의령군
송도중학교 운동장,경상북도 포항시 남구 축항로72번길 11(송도동),36.02865307,129.3772887,4848,경북,포항시
송도초등학교 운동장,경상북도 포항시 남구 송도로 80(송도동),36.03236205,129.3806676,3030,경북,포항시
봉수초등학교 운동장,경상남도 의령군 봉수면 대한로 928-4 ,35.47883147,128.2407743,5452,경남,의령군
상대초등학교 운동장,경상북도 포항시 남구 대해로 82(대도동),36.02158111,129.3614495,6061,경북,포항시
송림초등학교 운동장,경상북도 포항시 남구 축항로 55(송도동),36.02999975,129.3749584,4242,경북,포항시
청도고등학교 운동장,경상북도 청도군 청도읍 청화로 219-21 ,35.64101771,128.7482147,7052,경북,청도군
마천초등학교 운동장,경상남도 함양군 마천면 마천삼정로 126,35.38634723,127.6592982,4363,경남,함양군
유림초등학교 운동장,경상남도 함양군 유림면 천왕봉로 2927,35.47243429,127.7932145,3830,경남,함양군
기계초등학교 운동장,경상북도 포항시 북구 기계면 기계로 122,36.07171715,129.2035975,8242,경북,포항시
포항해양과학고등학교(한국해양마이스터고등학교) 운동장,경상북도 포항시 북구 여남포길21번길 18(여남동),36.07468429,129.4052392,10061,경북,포항시
안강여자중학교 운동장,경상북도 경주시 안강읍 화전길 62-8 ,35.99297532,129.2114851,14200,경북,경주시
사방초등학교 운동장,경상북도 경주시 안강읍 사방검단길 54,35.93852842,129.2259765,2023,경북,경주시
감포중고등학교운동장,경상북도 경주시 감포읍 감포로12길 20,35.81088623,129.506743,5709,경북,경주시
감포초등학교 운동장,경상북도 경주시 감포읍 감포로10길 21,35.80993767,129.5019626,6403,경북,경주시
양동초등학교 운동장,경상북도 경주시 강동면 양동마을길 109,35.997733,129.2530374,2718,경북,경주시
초전공원,경상남도 사천시 사남면 외국기업로 107,35.06089154,128.0619939,87476,경남,사천시
안의초등학교 운동장,경상남도 함양군 안의면 안의초등길 8,35.62910498,127.8098322,12716,경남,함양군
서하초등학교 운동장,경상남도 함양군 서하면 육십령로 2117,35.64846643,127.6983716,7383,경남,함양군
흥해공업고등학교 운동장,경상북도 포항시 북구 흥해읍 동해대로1475번길 39,36.10665618,129.3383736,6303,경북,포항시
포항항도중학교 운동장,경상북도 포항시 북구 중흥로 170(죽도동),36.01862422,129.3556345,5455,경북,포항시
충무중학교,경상남도 통영시 평인일주로 65(인평동),34.84049107,128.3965146,5212,경남,통영시
입실초등학교 운동장,경상북도 경주시 외동읍 입실로1길 94,35.71663071,129.3246555,7526,경북,경주시
외동읍행정복지센터 주차장,경상북도 경주시 외동읍 읍청사로 25,35.717381,129.3275768,3667,경북,경주시
효청보건고등학교 운동장,경상북도 경주시 외동읍 모화남1길 26-132 ,35.6716423,129.3415639,9454,경북,경주시
대방초등학교 운동장,경상남도 사천시 각산로 88(서동),34.93106215,128.0654436,1562,경남,사천시
삼천포제일중학교 운동장,경상남도 사천시 상강청길 34(용강동),34.94837425,128.0858435,3157,경남,사천시
용산초등학교 운동장,경상남도 사천시 삼상로 223-31 (봉남동),34.94297698,128.0987203,970,경남,사천시
통영고등학교,경상남도 통영시 도남로 116(봉평동),34.83005289,128.4171108,4240,경남,통영시
경주초등학교 운동장,경상북도 경주시 충효2길 20(충효동),35.84237343,129.1895563,14221,경북,경주시
선덕여자중학교 운동장,경상북도 경주시 양정로 20-11 (인왕동),35.83797127,129.2237691,15775,경북,경주시
안의고등학교 운동장,경상남도 함양군 안의면 안의배움길 30,35.63072695,127.8194465,3164,경남,함양군
풍산초등학교 운동장,경상북도 안동시 풍산읍 하리들길 32,36.57659274,128.5742877,5098,경북,안동시
도산중학교,경상남도 통영시 도산면 도산일주로 34,34.90399321,128.3617812,4848,경남,통영시
칠곡초등학교 운동장,경상남도 의령군 칠곡면 칠곡로 59,35.34075013,128.1954476,4048,경남,의령군
유강초등학교 운동장,경상북도 포항시 남구 연일읍 유강길9번길 39,36.00365583,129.3145457,5333,경북,포항시
송원초등학교 운동장,대구광역시 군위군 소보면 송백로 1394,36.25369006,128.4763614,2204,대구,군위군
환호공원,경상북도 포항시 북구 환호공원길 30(환호동),36.06684479,129.3935823,36364,경북,포항시
북후초등학교 운동장,경상북도 안동시 북후면 도장길 339,36.6756839,128.6972433,5354,경북,안동시
강구초등학교,경상북도 영덕군 강구면 나비산길 8,36.35644106,129.3786265,8310,경북,영덕군
해맞이 휴게 주유소,경상북도 영덕군 병곡면 동해대로 7918,36.64359135,129.4215745,2210,경북,영덕군
곤명초등학교 운동장,경상남도 사천시 곤명면 완사3길 61,35.13076552,127.9744121,978,경남,사천시
벽방초등학교,경상남도 통영시 광도면 안정로 815,34.9483914,128.4104566,2206,경남,통영시
사량중학교,경상남도 통영시 사량면 진촌1길 72,34.84433824,128.2200003,3503,경남,통영시
통영공설운동장,경상남도 통영시 북문2길 25(북신동),34.85145808,128.4304516,18667,경남,통영시
충무초등학교,경상남도 통영시 비석2길 24(정량동),34.84786971,128.4304177,1430,경남,통영시
의령여자중고등학교 운동장,경상남도 의령군 가례면 의병로 67,35.32333656,128.2449853,3636,경남,의령군
함양중학교 운동장,경상남도 함양군 함양읍 함양배움길 11,35.52458658,127.7299797,13575,경남,함양군
함양초등학교 운동장,경상남도 함양군 함양읍 고운로 43,35.52048009,127.7264958,8386,경남,함양군
의성군공설운동장,경상북도 의성군 의성읍 충효로 88,36.35593771,128.7025266,37458,경북,의성군
서포초등학교 운동장,경상남도 사천시 서포면 나분이길 9,35.00833213,127.9767584,1282,경남,사천시
위성초등학교 운동장,경상남도 함양군 함양읍 위성초등길 18,35.52352761,127.7326561,7090,경남,함양군
진해신항초등학교,경상남도 창원시 진해구 신항동로 158(용원동),35.08928316,128.8105615,4130,경남,창원시
삽량초등학교 운동장,경상남도 양산시 양주로 55(남부동),35.331916,129.029663,4311,경남,양산시
양산중학교 운동장,경상남도 양산시 북안북12길 7(북부동),35.349764,129.043675,5454,경남,양산시
웅상고등학교 운동장,경상남도 양산시 배움터길 36(평산동),35.377857,129.144762,6836,경남,양산시
제일고등학교,대구광역시 서구 국채보상로 384(비산동),35.871358,128.57351,4624,대구,서구
웅상중학교 운동장,경상남도 양산시 배움터길 48(평산동),35.376966,129.145126,6206,경남,양산시
소토초등학교 운동장,경상남도 양산시 상북면 율리길 13,35.379401,129.053193,3272,경남,양산시
덕계초등학교 운동장,경상남도 양산시 덕계로 92(덕계동),35.375527,129.153365,3151,경남,양산시
삼성중학교 운동장,경상남도 양산시 북정중앙로 19(북정동),35.360533,129.046501,5818,경남,양산시
평산초등학교,경상북도 경산시 솔숲길 47(사동),35.8074839,128.7570943,3030,경북,경산시
냉천초등학교 운동장,경상남도 창원시 진해구 냉천로 205(자은동),35.15656305,128.7180328,3418,경남,창원시
신주중학교 운동장,경상남도 양산시 물금읍 신주로 21,35.3349382,129.0150857,3805,경남,양산시
승학초등학교운동장,부산광역시 사하구 낙동대로135번길 55(괴정동),35.10161806,129.0033746,3030,부산,사하구
동주여자중학교운동장,부산광역시 사하구 사리로8번길 28(괴정동),35.10068763,129.0008426,11000,부산,사하구
하단초등학교운동장,부산광역시 사하구 하신중앙로 321(하단동),35.10504111,128.9645922,7115,부산,사하구
단산중학교 운동장,경상북도 영주시 단산면 소백로3255번길 6,36.9523261,128.6165281,1151,경북,영주시
서생중학교 운동장,울산광역시 울주군 서생면 당물길 1,35.35017964,129.3305638,4969,울산,울주군
중현초등학교 운동장,부산광역시 사하구 다대낙조2길 8(다대동),35.05056901,128.9665854,3515,부산,사하구
마산공원,대구광역시 수성구 범안로 103(범물동),35.81914006,128.6489786,3426,대구,수성구
구암중학교 운동장,경상남도 창원시 마산회원구 구암북11길 26(구암동),35.25585434,128.5969183,5084,경남,창원시
완월초등학교운동장,경상남도 창원시 마산합포구 고운로 201(완월동),35.19997306,128.563159,5040,경남,창원시
산외초등학교 운동장,경상남도 밀양시 산외면 산외로 257,35.5037712,128.7962651,5184,경남,밀양시
밀양여자고등학교 운동장,경상남도 밀양시 내일중앙길 10(내일동),35.49541232,128.7561965,4123,경남,밀양시
남도여자중학교 운동장,부산광역시 영도구 남도여중길 130(신선동2가),35.08715965,129.0456989,2424,부산,영도구
동삼초등학교 운동장,부산광역시 영도구 태종로 610(동삼동),35.07939644,129.073507,4363,부산,영도구
신현초등학교 운동장,경상남도 거제시 서문로1길 7(고현동),34.88836865,128.6171829,700,경남,거제시
상리초등학교 운동장,부산광역시 영도구 상리로 38(동삼동),35.08396478,129.0678111,7340,부산,영도구
부산남중학교 운동장,부산광역시 영도구 절영로73번길 7(남항동2가),35.08810187,129.0398276,3939,부산,영도구
청학초등학교 운동장,부산광역시 영도구 청학로 49(청학동),35.09317423,129.0590341,3864,부산,영도구
대평중학교,대구광역시 서구 통학로 217(평리동),35.88000187,128.5621844,5975,대구,서구
남강초등학교 운동장,경상남도 진주시 모덕로 99(상대동),35.18323317,128.1089624,7333,경남,진주시
금성초등학교 운동장,경상남도 진주시 말티고개로123번길 19(초전동),35.19800969,128.1149401,4500,경남,진주시
촉석초등학교 운동장,경상남도 진주시 평거로 259(이현동),35.19070619,128.0620539,13305,경남,진주시
두서초등학교 운동장,울산광역시 울주군 두서면 노서길 3,35.64275216,129.1583714,3163,울산,울주군
