대피소명,주소,위도,경도,수용인원,시도,시군구
교동초등학교 운동장,대구광역시 북구 관음중앙로34길 4(읍내동),35.94459941,128.5494628,3030,대구,북구
영진전문대학 운동장,대구광역시 북구 복현로 35(복현동),35.89595391,128.6220423,8121,대구,북구
영진고등학교 운동장,대구광역시 북구 동북로57길 9(복현동),35.89410589,128.6223813,7272,대구,북구
대구북중학교 운동장,대구광역시 북구 공항로 50(복현동),35.89756955,128.6205174,20527,대구,북구
복현초등학교 운동장,대구광역시 북구 공항로 58(복현동),35.89779977,128.6216578,13515,대구,북구
성화중학교 운동장,대구광역시 북구 복현로 140(복현동),35.90316415,128.6192542,7612,대구,북구
성화여자고등학교 운동장,대구광역시 북구 복현로 140(복현동),35.90236028,128.6192395,10303,대구,북구
문성초등학교 운동장,대구광역시 북구 복현로 180(복현동),35.90516444,128.6201842,9185,대구,북구
경상고등학교 운동장,대구광역시 북구 공항로15길 24(복현동),35.90177661,128.622584,9688,대구,북구
경상여자고등학교 운동장,대구광역시 북구 침산남로9길 164(침산동),35.89924639,128.587758,9688,대구,북구
구암초등학교 운동장,대구광역시 북구 학정로 245(구암동),35.92798303,128.5579803,2736,대구,북구
강북초등학교 운동장,대구광역시 북구 구암서로 50(구암동),35.94054163,128.566657,3320,대구,북구
구암중학교 운동장,대구광역시 북구 태암로 85(구암동),35.9273301,128.55713,3065,대구,북구
강북중학교 운동장,대구광역시 북구 구암서로 27(구암동),35.93871459,128.5649337,3768,대구,북구
운암중학교 운동장,대구광역시 북구 구암로49길 9(구암동),35.93253918,128.5651541,4065,대구,북구
구암고등학교 운동장,대구광역시 북구 태암남로11길 7(구암동),35.92576095,128.5531789,3334,대구,북구
함지고등학교 운동장,대구광역시 북구 학정로48길 46(구암동),35.9281017,128.5605181,4318,대구,북구
학남초등학교 운동장,대구광역시 북구 학정동로 23(국우동),35.94591658,128.566334,4689,대구,북구
학정초등학교 운동장,대구광역시 북구 학남로 32(학정동),35.94820408,128.5690919,2480,대구,북구
학남중학교 운동장,대구광역시 북구 학남로 83(국우동),35.94535473,128.5703855,5066,대구,북구
대구체육중고등학교 운동장,대구광역시 북구 칠곡중앙대로136길 29(동호동),35.95811943,128.558165,5939,대구,북구
대구일중학교 운동장,대구광역시 북구 옥산로17길 21(침산동),35.88614671,128.5849869,18000,대구,북구
달산초등학교 운동장,대구광역시 북구 옥산로17길 37(침산동),35.88778223,128.585408,14480,대구,북구
산격초등학교 운동장,대구광역시 북구 산격로10길 14(산격동),35.89423848,128.6071663,16026,대구,북구
월배공원,대구광역시 달서구 상원로 32(상인동),35.81260629,128.537564,12175,대구,달서구
유림공원,대구광역시 달서구 상인로 74-38 (상인동),35.81426379,128.5491122,3475,대구,달서구
서광공원,대구광역시 달서구 상인서로 13(상인동),35.81222539,128.5463911,1835,대구,달서구
비둘기어린이공원,대구광역시 달서구 상인로 16(상인동),35.81017695,128.5525902,2095,대구,달서구
채정공원,대구광역시 달서구 월곡로26안길 27(상인동),35.80949435,128.5501265,1980,대구,달서구
은행어린이공원,대구광역시 달서구 월곡로20길 15-24 (상인동),35.80695528,128.5514896,2395,대구,달서구
장미공원,대구광역시 달서구 상화로 376(상인동),35.80785266,128.5549294,1855,대구,달서구
송경공공공지,대구광역시 달서구 월배로72길 26(송현동),35.82544079,128.5488878,1866,대구,달서구
대남전원공원,대구광역시 달서구 앞산순환로49안길 101(송현동),35.82296043,128.5502623,2003,대구,달서구
치영어린이공원,대구광역시 달서구 앞산순환로45길 18(송현동),35.82445226,128.5527795,2014,대구,달서구
구암어린이공원,대구광역시 달서구 월배로67안길 14(송현동),35.82666065,128.5466199,2001,대구,달서구
월광수변공원,대구광역시 달서구 수밭서길 8(도원동),35.79927168,128.5482305,48682,대구,달서구
성당중학교 운동장,대구광역시 달서구 대명천로 102(본리동),35.84024021,128.5479635,8164,대구,달서구
경화여자고등학교 운동장,대구광역시 달서구 당산로30길 20(성당동),35.84792622,128.5477477,20093,대구,달서구
남부초등학교 운동장,대구광역시 달서구 야외음악당로15길 46(성당동),35.84465626,128.5505587,7552,대구,달서구
해올고등학교 운동장,대구광역시 달서구 야외음악당로 42(성당동),35.84131877,128.553618,3890,대구,달서구
성남초등학교 운동장,대구광역시 달서구 성당로47길 35(두류동),35.85313663,128.5723717,3006,대구,달서구
내당초등학교 운동장,대구광역시 달서구 명덕로 22-9 (두류동),35.86046086,128.5725765,3703,대구,달서구
구남중학교 운동장,대구광역시 달서구 두류남길 10(두류동),35.85837721,128.5729876,4967,대구,달서구
신흥초등학교 운동장,대구광역시 달서구 두류공원로 257(두류동),35.85597274,128.5572219,24550,대구,달서구
덕인초등학교 운동장,대구광역시 달서구 대명천로43길 66(본리동),35.83871803,128.5349253,19393,대구,달서구
새본리중학교 운동장,대구광역시 달서구 대명천로 167(본리동),35.83941209,128.541069,12121,대구,달서구
제일여자상업고등학교,대구광역시 달서구 대명천로 120(본리동),35.84023622,128.5467039,24242,대구,달서구
성당초등학교 운동장,대구광역시 달서구 대명천로 118(본리동),35.84018776,128.5472571,14545,대구,달서구
본리초등학교 운동장,대구광역시 달서구 장기로 198(감삼동),35.84425362,128.5386213,3272,대구,달서구
감삼초등학교 운동장,대구광역시 달서구 당산로 123(감삼동),35.84894123,128.545222,4000,대구,달서구
죽전초등학교 운동장,대구광역시 달서구 죽전길 127(죽전동),35.85762299,128.5398596,5023,대구,달서구
죽전동 주민자치센터,대구광역시 달서구 죽전1길 176(죽전동),35.85757035,128.5389507,4618,대구,달서구
장기초등학교 운동장,대구광역시 달서구 장기로 280(장기동),35.84439382,128.5290439,6496,대구,달서구
장동초등학교 운동장,대구광역시 달서구 달구벌대로304길 112(장기동),35.844742,128.531952,5980,대구,달서구
대구전자공업고등학교 운동장,대구광역시 달서구 용산로 113(장기동),35.848012,128.529962,6027,대구,달서구
용전초등학교 운동장,대구광역시 달서구 용산로 260(용산동),35.86115367,128.5311824,4069,대구,달서구
용산초등학교 운동장,대구광역시 달서구 와룡로49길 80(용산동),35.85547037,128.5321819,4283,대구,달서구
장성초등학교 운동장,대구광역시 달서구 달구벌대로 1429-11 (장기동),35.85085757,128.5231811,11656,대구,달서구
장산초등학교 운동장,대구광역시 달서구 장산로 30(용산동),35.85438565,128.5266597,5864,대구,달서구
성서중학교 운동장,대구광역시 달서구 용산서로 63(용산동),35.8557917,128.5265682,5798,대구,달서구
용산중학교 운동장,대구광역시 달서구 와룡로45길 72(용산동),35.85426244,128.5323115,7393,대구,달서구
성서고등학교 운동장,대구광역시 달서구 선원로 221(용산동),35.859832,128.516135,7529,대구,달서구
성산초등학교 운동장,대구광역시 달서구 선원남로 173(용산동),35.85786188,128.518753,4898,대구,달서구
성산중학교 운동장,대구광역시 달서구 선원남로 174(용산동),35.85673004,128.5186743,4870,대구,달서구
송일초등학교 운동장,대구광역시 달서구 학산로2길 38(월성동),35.8238893,128.5331904,9046,대구,달서구
월암중학교 운동장,대구광역시 달서구 조암로6길 33(월성동),35.82688974,128.5240671,4276,대구,달서구
조암중학교 운동장,대구광역시 달서구 조암로 59(월성동),35.82295731,128.5244897,3475,대구,달서구
학산초등학교 운동장,대구광역시 달서구 월성로 76(월성동),35.83075988,128.5264215,15757,대구,달서구
대건고등학교 운동장,대구광역시 달서구 월곡로94길 46(월성동),35.83308017,128.529106,9569,대구,달서구
월배초등학교 운동장,대구광역시 달서구 월배로 131(진천동),35.81667717,128.5283968,9357,대구,달서구
덕천중학교운동장,부산광역시 북구 만덕대로65번길 50(덕천동),35.21394235,129.0119147,6259,부산,북구
신천초등학교운동장,부산광역시 북구 모분재로 83(구포동),35.200267,129.0077895,4363,부산,북구
부곡여자중학교 운동장,부산광역시 금정구 가마실로 56(부곡동),35.22305984,129.0951151,5333,부산,금정구
부곡초등학교 운동장,부산광역시 금정구 기찰로22번길 15(부곡동),35.23313216,129.0935773,17408,부산,금정구
입암중학교 운동장,경상북도 영양군 입암면 산해1길 9-4 ,36.59071816,129.0867153,8000,경북,영양군
동현초등학교 운동장,부산광역시 금정구 동현로 36(부곡동),35.22248962,129.0923671,17307,부산,금정구
화암중학교 운동장,울산광역시 동구 문현5길 35(방어동),35.48846382,129.4126944,932,울산,동구
후포고등학교 운동장,경상북도 울진군 후포면 후포로 41,36.68009231,129.4462105,17132,경북,울진군
삼랑진초등학교 운동장,경상남도 밀양시 삼랑진읍 만어로 11,35.40094245,128.8412949,6824,경남,밀양시
기성중학교 운동장,경상북도 울진군 기성면 기성본길 58-5 ,36.79943482,129.4579941,8855,경북,울진군
숭진초등학교 운동장,경상남도 밀양시 삼랑진읍 삼랑진로 1286,35.45292085,128.800963,6370,경남,밀양시
금명여자고등학교운동장,부산광역시 북구 양달로 101(화명동),35.24492251,129.0243602,3296,부산,북구
만덕고등학교운동장,부산광역시 북구 함박봉로140번길 98-12 (만덕동),35.20205983,129.0334421,4824,부산,북구
백양중학교운동장,부산광역시 북구 상리로 70(만덕동),35.20758869,129.0412244,6881,부산,북구
상학초등학교운동장,부산광역시 북구 상학산복길 191(만덕동),35.21865367,129.0396219,3069,부산,북구
양천초등학교운동장,부산광역시 북구 덕천로 132(덕천동),35.20990792,129.0186176,4000,부산,북구
구서여자중학교 운동장,부산광역시 금정구 금강로453번길 26-12 (구서동),35.24871355,129.0862133,5600,부산,금정구
화잠초등학교운동장,부산광역시 북구 화명대로 97-25 (화명동),35.23579839,129.0168929,4084,부산,북구
동성초등학교운동장,부산광역시 부산진구 동성로 26(전포동),35.15269623,129.0690199,3456,부산,부산진구
성지초등학교운동장,부산광역시 부산진구 시민공원로 62(범전동),35.16419162,129.0568337,3164,부산,부산진구
동의고등학교운동장,부산광역시 부산진구 양지로 50(전포동),35.16432757,129.0710413,4655,부산,부산진구
상방공원,울산광역시 북구 두부곡1길 25(연암동),35.58439274,129.3678097,14575,울산,북구
수성초등학교 운동장,부산광역시 동구 망양로 807(수정동),35.13459404,129.043065,4169,부산,동구
양곡초등학교 운동장,경상남도 창원시 성산구 양곡길 102(신촌동),35.20193756,128.6268088,4585,경남,창원시
토현초등학교 운동장 ,부산광역시 연제구 토현로 48(연산동),35.18165695,129.1119987,8294,부산,연제구
다운고등학교운동장,울산광역시 중구 다운로 180(다운동),35.56632928,129.269928,6945,울산,중구
강남초등학교운동장,울산광역시 남구 중앙로166번길 51(달동),35.53764347,129.3186571,7636,울산,남구
명호초등학교 운동장,부산광역시 강서구 명지오션시티2로 41(명지동),35.08510788,128.899793,4286,부산,강서구
주례중학교 운동장,부산광역시 사상구 가야대로378번길 68(주례동),35.14785366,129.0140045,7528,부산,사상구
현동초등학교운동장,경상남도 창원시 마산합포구 현동6길 12(현동),35.1464112,128.5568866,6791,경남,창원시
진전중학교운동장,경상남도 창원시 마산합포구 진전면 월안로 23,35.10412792,128.4094008,4387,경남,창원시
중앙공원,대구광역시 남구 대명로20길 28(대명동),35.83780717,128.5678214,1600,대구,남구
앵두마을공원,대구광역시 남구 두류공원로12길 17-25 (대명동),35.84411255,128.572194,1407,대구,남구
백합공원 ,대구광역시 남구 대명역6길 48(대명동),35.83283572,128.5638971,1625,대구,남구
대명공원,대구광역시 남구 명덕로32길 30(대명동),35.8551853,128.5865968,2992,대구,남구
명동공원,대구광역시 남구 성당로48길 68(대명동),35.85306682,128.5776517,2123,대구,남구
주거단지3호 어린이공원,대구광역시 달성군 구지면 과학마을로3길 21-4 ,35.65811503,128.4188692,2669,대구,달성군
수남초등학교 운동장,경상남도 김해시 율하2로 183(율하동),35.1702159,128.81878,3478,경남,김해시
오봉초등학교 운동장,경상남도 양산시 물금읍 목화9길 8,35.33499547,129.0050189,3636,경남,양산시
서창중학교 운동장,경상남도 양산시 대운9길 8(삼호동),35.412427,129.17776,3357,경남,양산시
평리4동 공영주차장,대구광역시 서구 국채보상로52길 31-14 (평리동),35.868361,128.561251,733,대구,서구
안민초등학교 운동장,부산광역시 동래구 온천천로381번길 19(낙민동),35.19382899,129.0940561,5167,부산,동래구
사직초등학교 운동장,부산광역시 동래구 쇠미로81번길 7(사직동),35.20079827,129.0545743,4242,부산,동래구
동래원예고등학교 운동장,부산광역시 동래구 금강로 43(온천동),35.21509062,129.0752095,1212,부산,동래구
유락여자중학교 운동장,부산광역시 동래구 금강로 51(온천동),35.21456908,129.0762234,4012,부산,동래구
선원초등학교 운동장,대구광역시 달서구 선원로33길 105(용산동),35.86087255,128.515361,6545,대구,달서구
금사중학교 운동장,부산광역시 금정구 서금로 53-7 (서동),35.22093143,129.1059371,6557,부산,금정구
도원근린공원,대구광역시 달서구 미리샘길 26(도원동),35.80572072,128.5435006,19431,대구,달서구
영남이공대학교 운동장,대구광역시 남구 현충로 170(대명동),35.84855081,128.5846351,21818,대구,남구
서동초등학교 운동장,부산광역시 금정구 동현로 147(서동),35.21908754,129.0977025,18458,부산,금정구
현곡초등학교 운동장,부산광역시 금정구 동부곡로27번라길 20(부곡동),35.22738322,129.0966102,3781,부산,금정구
감천초등학교운동장,부산광역시 사하구 원양로 368-2 (감천동),35.08298437,129.0074696,5176,부산,사하구
개양중학교 운동장,경상남도 진주시 동부로 27(가좌동),35.16012709,128.1097927,3555,경남,진주시
문산중학교 운동장,경상남도 진주시 충의로 68(충무공동),35.17685383,128.1519937,4099,경남,진주시
신상중학교,경상북도 경산시 진량읍 공단1로1길 36-8 ,35.87487215,128.8211694,2909,경북,경산시
성지중학교 학교운동장,대구광역시 달서구 성서동로 361(이곡동),35.85312203,128.5145045,4364,대구,달서구
가람초등학교 운동장,경상남도 진주시 남강로959번길 22(상평동),35.17333766,128.1015678,2967,경남,진주시
안계1리마을회관 앞 공터,경상북도 경주시 강동면 안계길 162-5 ,36.03148677,129.2631782,303,경북,경주시
상읍2리 마을회관,경상북도 포항시 북구 신광면 상읍길 234,36.14674392,129.2473407,242,경북,포항시
용한2리 마을회관,경상북도 포항시 북구 흥해읍 용한길160번길 40,36.10226376,129.4310555,242,경북,포항시
양백1리 마을회관,경상북도 포항시 북구 흥해읍 용연길162번길 4-5 ,36.12595131,129.3207496,242,경북,포항시
창지2리 마을회관,경상북도 포항시 남구 장기면 장기로781번길 30,35.92712712,129.4824225,242,경북,포항시
구평3리 마을회관,경상북도 포항시 남구 구룡포읍 동해안로4287번길 258,35.96069141,129.5176001,242,경북,포항시
후동리 마을회관,경상북도 포항시 남구 구룡포읍 후동길 149-3 ,35.98710463,129.5320728,242,경북,포항시
삼정2리 마을회관,경상북도 포항시 남구 구룡포읍 일출로 125,36.00541049,129.5743189,242,경북,포항시
연일읍행정복지센터,경상북도 포항시 남구 연일읍 철강로 10,35.99189773,129.3441524,3636,경북,포항시
공수리 마을회관,경상북도 포항시 남구 대송면 장동홍계길80번길 40,35.96443492,129.3520254,242,경북,포항시
마현리 마을회관 ,경상북도 포항시 남구 장기면 신창길49번길 12,35.89904091,129.5001036,242,경북,포항시
이마트주차장,경상북도 포항시 남구 냉천로 10(인덕동),35.99157534,129.3977398,14545,경북,포항시
포항환경학교 운동장,경상북도 포항시 북구 신광면 비학로1242번길 10,36.15888004,129.2767003,6061,경북,포항시
용산2리 마을회관,경상북도 포항시 남구 오천읍 정몽주로 258-6 ,35.94329337,129.4078379,242,경북,포항시
신정1리 마을회관,경상북도 포항시 남구 동해면 금광로 332,35.97695035,129.4568298,242,경북,포항시
남송1리 마을회관,경상북도 포항시 북구 흥해읍 삼흥로501번길 25,36.10013395,129.3679446,242,경북,포항시
상정1리 마을회관,경상북도 포항시 남구 동해면 동해안로5260번길 17-10 ,35.98408654,129.4867307,242,경북,포항시
성곡1리 마을회관,경상북도 포항시 북구 흥해읍 성곡북길38번길 1,36.09131295,129.3460993,242,경북,포항시
소동리 마을회관,경상북도 포항시 북구 청하면 용산길 43,36.1633597,129.3561977,242,경북,포항시
기계면행정복지센터,경상북도 포항시 북구 기계면 근면길 14,36.07208731,129.210268,1818,경북,포항시
삼정3리 마을회관,경상북도 포항시 남구 구룡포읍 일출로 160,36.00820588,129.5757204,242,경북,포항시
항사리 마을회관,경상북도 포항시 남구 오천읍 오어로 153,35.92946193,129.3835348,242,경북,포항시
대각2리 마을회관,경상북도 포항시 남구 대송면 운제로479번길 9,35.94836635,129.3676097,242,경북,포항시
금광1리 마을회관,경상북도 포항시 남구 동해면 금광로238번길 7-7 ,35.96951084,129.4548641,242,경북,포항시
방산1리 마을회관,경상북도 포항시 남구 장기면 방산로 401,35.90314943,129.4667637,242,경북,포항시
두원리 마을회관,경상북도 포항시 남구 장기면 동해안로 2757-16 ,35.84481534,129.5161987,242,경북,포항시
매현1리 마을회관,경상북도 포항시 북구 죽장면 죽장로239번길 4-16 ,36.17236745,129.1120577,242,경북,포항시
원동 10 어린이공원,경상북도 포항시 남구 오천읍 하원로26번길 6-9 ,35.97242671,129.4055488,4485,경북,포항시
문충2리 마을회관,경상북도 포항시 남구 오천읍 오어로298번길 7,35.93777333,129.393011,242,경북,포항시
정천2리 마을회관 ,경상북도 포항시 남구 장기면 장기로1178번길 3,35.95164036,129.4641861,242,경북,포항시
방산2리 마을회관,경상북도 포항시 남구 장기면 방산로 599,35.91603199,129.4552973,242,경북,포항시
계원1리 공동작업장,경상북도 포항시 남구 장기면 계원2길 29,35.87063175,129.5286074,242,경북,포항시
계원2리 마을회관,경상북도 포항시 남구 장기면 계원길 1,35.8598194,129.5250937,242,경북,포항시
포항제철중학교 운동장,경상북도 포항시 남구 지곡로 150(지곡동),36.02016077,129.3266177,12121,경북,포항시
학야리 마을회관,경상북도 포항시 북구 기계면 학야길 211,36.05308258,129.1984034,242,경북,포항시
내단2리 마을회관,경상북도 포항시 북구 기계면 내단길 70,36.07129255,129.2250938,242,경북,포항시
하사리 마을회관,경상북도 포항시 북구 죽장면 병보천길454번길 11-5 ,36.26097788,129.0692443,242,경북,포항시
석병2리 경로당,경상북도 포항시 남구 구룡포읍 일출로 390,36.02625594,129.5765626,242,경북,포항시
우복2리 마을회관,경상북도 포항시 남구 연일읍 연일로360번길 150,35.97303248,129.3261594,242,경북,포항시
인주리 마을회관,경상북도 포항시 남구 연일읍 인주길22번길 28,35.98255771,129.3404746,242,경북,포항시
포항동성고등학교 운동장,경상북도 포항시 남구 동해면 일월로41번길 26,35.99007533,129.4396339,6061,경북,포항시
동해초등학교 운동장,경상북도 포항시 남구 동해면 일월로 78,35.98804039,129.4410915,5455,경북,포항시
대구과학기술고등학교,대구광역시 서구 당산로 228(내당동),35.8566,128.5484,7787,대구,서구
수암리 마을회관 앞 공터,경상북도 영덕군 지품면 경동로 6391,36.46173584,129.2174832,224,경북,영덕군
중단1리 마을회관,경상북도 포항시 남구 연일읍 중단길38번길 38,35.99149951,129.3255649,242,경북,포항시
택전2리 마을회관,경상북도 포항시 남구 연일읍 원서길137번길 23,35.98518389,129.3294427,242,경북,포항시
일광리 마을회관,경상북도 포항시 북구 죽장면 새마을로 3329,36.14718862,129.0800214,242,경북,포항시
오덕2리 마을회관,경상북도 포항시 북구 기북면 오덕길46번길 11-2 ,36.14414981,129.1757521,242,경북,포항시
유강1리 마을회관 ,경상북도 포항시 남구 연일읍 자명로 43-4 ,36.00242986,129.3059036,242,경북,포항시
포은중학교 운동장,경상북도 포항시 남구 오천읍 냉천로340번길 30,35.96521867,129.4047549,3030,경북,포항시
광명리 마을회관,경상북도 포항시 남구 오천읍 철강로830번길 196,35.95162516,129.4231859,242,경북,포항시
달전초등학교 운동장,경상북도 포항시 북구 흥해읍 달전로 215,36.06338441,129.3347132,3152,경북,포항시
율천초등학교 운동장,경상남도 고성군 고성읍 죽계2길 19,34.99279485,128.3281312,7358,경남,고성군
병포2리 마을회관,경상북도 포항시 남구 구룡포읍 호미로 44-3 ,35.98100801,129.5403287,242,경북,포항시
영주여자고등학교 운동장,경상북도 영주시 명륜길 58(하망동),36.83022552,128.6295542,3597,경북,영주시
동진초등학교 운동장,경상남도 진주시 도동로184번길 13(하대동),35.1872675,128.1241571,6960,경남,진주시
계정시래골경로당 앞 공터,경상북도 경주시 덕동길 635-1 (암곡동),35.857578,129.313666,484,경북,경주시
명사초등학교,경상남도 거제시 남부면 명사해수욕장길 11,34.7254606,128.60367,600,경남,거제시
손곡동마을회관 앞 공터,경상북도 경주시 손곡1길 9(손곡동),35.858666,129.291287,363,경북,경주시
마북리 마을회관,경상북도 포항시 북구 신광면 마북길 366-5 ,36.1940749,129.2453903,242,경북,포항시
화진1리 마을회관 ,경상북도 포항시 북구 송라면 봉화길 231,36.23776381,129.3847847,242,경북,포항시
조사리 마을회관,경상북도 포항시 북구 송라면 해안로2692번길 16,36.22327285,129.3849459,242,경북,포항시
상송2리 마을회관,경상북도 포항시 북구 송라면 삼송길 102,36.20856339,129.3413222,242,경북,포항시
대전1리 마을회관,경상북도 포항시 북구 송라면 대전길120번길 17,36.25328244,129.3557712,242,경북,포항시
인비리 마을회관,경상북도 포항시 북구 기계면 인비길 45,36.08787049,129.1537499,242,경북,포항시
성계1리 마을회관,경상북도 포항시 북구 기계면 성계길176번길 3,36.05127837,129.2208374,242,경북,포항시
기쁜소식대구교회,대구광역시 서구 가르뱅이로7길 76(상리동),35.87698466,128.5278699,8484,대구,서구
황용휴게소 앞 공터,경상북도 경주시 절골길 4-1 (황용동),35.82326341,129.341518,381,경북,경주시
영광고등학교 운동장,경상북도 영주시 의상로 62(상망동),36.84169218,128.6426697,3597,경북,영주시
동부중학교,경상남도 거제시 동부면 동부로 28-6 ,34.82044466,128.6079258,2000,경남,거제시
하청초등학교,경상남도 거제시 하청면 하청로 22,34.9560455,128.6553535,1000,경남,거제시
대구북부시외버스터미널,대구광역시 서구 서대구로 295(비산동),35.8845,128.5552,14545,대구,서구
중리중학교,대구광역시 서구 국채보상로34길 63(중리동),35.8638,128.5509,7430,대구,서구
신계리 마을회관,경상북도 포항시 남구 장기면 장기로878번길 5,35.93693941,129.478721,242,경북,포항시
금오리 경로당,경상북도 포항시 남구 장기면 장기로654번길 78,35.91626411,129.4968399,242,경북,포항시
산서리 마을회관,경상북도 포항시 남구 장기면 산서안길5번길 16,35.8913317,129.4622442,242,경북,포항시
대동배1리 마을회관,경상북도 포항시 남구 호미곶면 호미로 1853,36.05702696,129.5327166,242,경북,포항시
대보초등학교 운동장,경상북도 포항시 남구 호미곶면 보천길 16,36.07817236,129.5572427,4848,경북,포항시
강사3리 마을회관,경상북도 포항시 남구 호미곶면 명월길 258,36.03123452,129.5595217,242,경북,포항시
기일리 마을회관,경상북도 포항시 북구 신광면 기반길 418,36.17643394,129.2444802,242,경북,포항시
입암1리 마을회관,경상북도 포항시 남구 동해면 호미로2914번길 21-9 ,36.00803013,129.4680566,242,경북,포항시
금오리 마을회관,경상북도 포항시 남구 장기면 장기로 690,35.92228133,129.4889697,242,경북,포항시
흥해중학교 운동장,경상북도 포항시 북구 흥해읍 동해대로 1525,36.10860454,129.3414724,8485,경북,포항시
수월초등학교,경상남도 거제시 수양로 420(수월동),34.8904419,128.6438008,700,경남,거제시
범어고등학교 운동장,경상남도 양산시 물금읍 신주로 88,35.329584,129.018934,4336,경남,양산시
진양고등학교 운동장,경상남도 진주시 충의로100번길 12(충무공동),35.17547896,128.1523955,3337,경남,진주시
우각1리 마을회관,경상북도 포항시 북구 신광면 우각길87번길 6,36.10456956,129.2634255,242,경북,포항시
냉수2리 마을회관,경상북도 포항시 북구 신광면 비학로438번길 72,36.0947391,129.2602149,242,경북,포항시
청진1리 마을회관,경상북도 포항시 북구 청하면 해안로2000번길 17,36.17993878,129.3921313,242,경북,포항시
대곡리 마을회관,경상북도 포항시 남구 장기면 장기로969번길 31,35.93681562,129.4709828,242,경북,포항시
포항제철지곡초등학교 운동장,경상북도 포항시 남구 지곡로 295(지곡동),36.02941666,129.3213265,7273,경북,포항시
망천어린이공원,경상북도 포항시 북구 흥해읍 흥해로74번길 47-13 ,36.11121294,129.3523559,1818,경북,포항시
성산초등학교 운동장,경상남도 양산시 물금읍 신주로 78,35.330385,129.018263,3491,경남,양산시
마산리 마을회관,경상북도 포항시 남구 동해면 호미로2628번길 47,36.0160881,129.4875079,242,경북,포항시
추원모자골경로당 앞 공터,경상북도 경주시 추원길 90(황용동),35.8154359,129.3638179,363,경북,경주시
덕동경로당 앞 공터,경상북도 경주시 덕동길 142(덕동),35.834379,129.321678,363,경북,경주시
서남중학교,대구광역시 서구 당산로41서길 97(중리동),35.85797006,128.5426301,7649,대구,서구
큰골근린공원,경상남도 양산시 대운9길 16-85 (삼호동),35.41212178,129.1792382,12784,경남,양산시
달성고등학교,대구광역시 서구 달구벌대로 1725(내당동),35.8579,128.5546,21054,대구,서구
대구서부고등학교,대구광역시 서구 국채보상로53길 32(평리동),35.8744,128.5599,4727,대구,서구
이가리 마을회관,경상북도 포항시 북구 청하면 해안로2052번길 32,36.18352609,129.3878746,242,경북,포항시
입암2리 마을회관,경상북도 포항시 남구 동해면 호미로 2810,36.01328939,129.4769105,242,경북,포항시
대보1리 마을회관,경상북도 포항시 남구 호미곶면 대천길 3-1 ,36.06847302,129.5672339,364,경북,포항시
명안2리 마을회관,경상북도 포항시 북구 청하면 비학로 1529,36.17998641,129.2891076,242,경북,포항시
방어리 마을회관,경상북도 포항시 북구 청하면 해안로 2537,36.21137031,129.380579,242,경북,포항시
상대리 마을회관,경상북도 포항시 북구 청하면 비학로1860번길 31,36.18940572,129.3201837,242,경북,포항시
당산목공원,대구광역시 서구 통학로 189-21 (평리동),35.87739976,128.5625347,2084,대구,서구
서정2리 마을회관,경상북도 포항시 북구 청하면 비학로 1920-16 ,36.19391688,129.3263501,242,경북,포항시
용두1리 마을회관,경상북도 포항시 북구 청하면 해안로 2260,36.19482168,129.3726531,242,경북,포항시
오포1리 마을뒷산 공터,경상북도 영덕군 강구면 오포3길 11,36.3616347,129.3745732,1068,경북,영덕군
삼화리 버스승강장 옆 공터,경상북도 영덕군 지품면 경동로 7852,36.43808368,129.3336787,2857,경북,영덕군
가흥초등학교 운동장,경상북도 영주시 대동로70번길 8-9 (가흥동),36.81351679,128.6091097,1212,경북,영주시
흥곡2리 마을회관,경상북도 포항시 북구 신광면 비학로519번길 139,36.10458906,129.2400286,242,경북,포항시
농산물 도매시장 주차장,경상북도 포항시 북구 흥해읍 동해대로 1182,36.08010997,129.3356289,24242,경북,포항시
미현리 마을회관,경상북도 포항시 북구 기계면 기동지길 478,36.10728268,129.2206335,242,경북,포항시
고지2리 마을회관,경상북도 포항시 북구 기계면 고지길29번길 12-4 ,36.07115899,129.1882178,242,경북,포항시
안덕1리 마을회관,경상북도 포항시 북구 신광면 안덕길 40,36.14612969,129.2666404,242,경북,포항시
남산초등학교 운동장,경상북도 영주시 구성로 257(휴천동),36.81641037,128.6270657,1480,경북,영주시
부석중학교 운동장,경상북도 영주시 부석면 부석로29번길 3,36.97825811,128.6515868,1480,경북,영주시
대영중학교 운동장,경상북도 영주시 구성로150번길 45(휴천동),36.80733331,128.632194,1480,경북,영주시
부석초등학교 운동장,경상북도 영주시 부석면 부석로65번길 5,36.98062364,128.6552131,1480,경북,영주시
광복공원,경상북도 영주시 풍기읍 소백로 2011-12 ,36.87722515,128.5395766,1480,경북,영주시
지가2리 마을회관,경상북도 포항시 북구 기계면 기계로 355-1 ,36.08380193,129.1833803,242,경북,포항시
만석1리 마을회관,경상북도 포항시 북구 신광면 비학로1098번길 48,36.15022298,129.2744976,242,경북,포항시
대전2리 마을회관,경상북도 포항시 북구 송라면 대전길 292,36.25890378,129.3431273,242,경북,포항시
중산2리 마을회관,경상북도 포항시 북구 송라면 보경로 348,36.23953561,129.3292925,242,경북,포항시
내단3리 마을회관,경상북도 포항시 북구 기계면 내단천길 157,36.07192885,129.2439499,242,경북,포항시
상사리 마을회관,경상북도 포항시 북구 죽장면 병보천길 868,36.25327379,129.1088149,242,경북,포항시
