대피소명,주소,대피소유형,위도,경도,시도,시군구,지역,수용인원
연초면사무소,경상남도 거제시 연초면 죽토로 11 ,"한파쉼터,무더위쉼터",34.9145791,128.656514,경남,거제시,경남 거제시,
연촌경로당,경상남도 고성군 영오면 연당1길 102-8,"한파쉼터,무더위쉼터",35.1094644,128.2482457,경남,고성군,경남 고성군,
연지한신타워경로당,부산광역시 부산진구 성지로61번길 30,"한파쉼터,무더위쉼터",35.1762501,129.0527516,부산,부산진구,부산 부산진구,
연지자이2차아파트경로당,부산광역시 부산진구 초연로 11,"한파쉼터,무더위쉼터",35.1723073,129.0478096,부산,부산진구,부산 부산진구,
연지2차청구아파트경로당,부산광역시 부산진구 동평로291번길 30-17,"한파쉼터,무더위쉼터",35.1741138,129.0571406,부산,부산진구,부산 부산진구,
연지경로당,부산광역시 부산진구 성지로8번길 12-1 (연지동),"한파쉼터,무더위쉼터",35.171458,129.0566888,부산,부산진구,부산 부산진구,
연지동주민센터,부산광역시 부산진구 국악로 30 (연지동),"한파쉼터,무더위쉼터",35.1727735,129.0528157,부산,부산진구,부산 부산진구,
연지마을경로당,경상남도 김해시 주촌면 서부로1631번길 61,"한파쉼터,무더위쉼터",35.2414257,128.8281023,경남,김해시,경남 김해시,
연지자이1차아파트경로당,부산광역시 부산진구 동평로183번길 67,"한파쉼터,무더위쉼터",35.1696797,129.0483357,부산,부산진구,부산 부산진구,
연행경로당,경상남도 거제시 연초면 연사5길 6 ,"한파쉼터,무더위쉼터",34.9102087,128.6440605,경남,거제시,경남 거제시,
연탄은행더함센터작은도서관,부산광역시 서구 구덕로157번길 33 (아미동2가),"한파쉼터,무더위쉼터",35.0987192,129.0181106,부산,서구,부산 서구,
연평1리마을회관,경상북도 영덕군 영해면 연평3길 9 ,"한파쉼터,무더위쉼터",36.5503897,129.4059432,경북,영덕군,경북 영덕군,
연평2리경로당,경상북도 영덕군 영해면 연평2길 46,"한파쉼터,무더위쉼터",36.550471,129.4078339,경북,영덕군,경북 영덕군,
연평경로당,경상남도 사천시 곤명면 연평길 168 ,"한파쉼터,무더위쉼터",35.1478016,127.9951751,경남,사천시,경남 사천시,
연중경로당,경상남도 거제시 연초면 연사3길 34 ,"한파쉼터,무더위쉼터",34.9121333,128.6435455,경남,거제시,경남 거제시,
연죽경로당,경상남도 남해군 서면 연죽로 193 ,"한파쉼터,무더위쉼터",34.8302493,127.8613248,경남,남해군,경남 남해군,
양지2구경로당,경상남도 합천군 봉산면서부로 3642,"한파쉼터,무더위쉼터",35.5874682,128.0029761,경남,합천군,경남 합천군,
양지2리경로당,경상북도 의성군 사곡면 구눌길 88 ,"한파쉼터,무더위쉼터",36.313113,128.7832323,경북,의성군,경북 의성군,
양지3리경로당,경상북도 의성군 사곡면 양지3길 9 ,"한파쉼터,무더위쉼터",36.3052174,128.7968177,경북,의성군,경북 의성군,
양지1리경로당,경상북도 의성군 사곡면 양지2길 6-5 ,"한파쉼터,무더위쉼터",36.3050963,128.7876606,경북,의성군,경북 의성군,
양범1리마을회관,경상북도 상주시 이안면양범안룡길 67,"한파쉼터,무더위쉼터",36.5802766,128.143484,경북,상주시,경북 상주시,
양보면분회경로당,경상남도 하동군 양보면진양로 745,"한파쉼터,무더위쉼터",35.0480248,127.844643,경남,하동군,경남 하동군,
양보면사무소,경상남도 하동군 양보면 수척길 13 ,"한파쉼터,무더위쉼터",35.0472691,127.8457455,경남,하동군,경남 하동군,
양주마을경로당,경상남도 양산시 상북면 양주마을1길 23 ,"한파쉼터,무더위쉼터",35.4128305,129.0642875,경남,양산시,경남 양산시,
양지1구경로당,경상남도 합천군 봉산면 양지2길 102 ,"한파쉼터,무더위쉼터",35.5956773,128.0036396,경남,합천군,경남 합천군,
연수정노인회,부산광역시 부산진구 당감서로146번길 5,"한파쉼터,무더위쉼터",35.1705288,129.0320673,부산,부산진구,부산 부산진구,
연제1리마을회관,경상북도 의성군 단북면 연제1길 82-11,"한파쉼터,무더위쉼터",36.3928469,128.4118201,경북,의성군,경북 의성군,
연제2리마을회관,경상북도 의성군 단북면 연제2길 38 ,"한파쉼터,무더위쉼터",36.4076624,128.4026054,경북,의성군,경북 의성군,
연제3리마을회관,경상북도 의성군 단북면 연제3길 27 ,"한파쉼터,무더위쉼터",36.4162405,128.3938318,경북,의성군,경북 의성군,
연제구국민체육센터,부산광역시 연제구 쌍미천로 132 (연산동),"한파쉼터,무더위쉼터",35.1841035,129.0873787,부산,연제구,부산 연제구,
연제구청(1층행복민원실),부산광역시 연제구 연제로 2 (연제구청),"한파쉼터,무더위쉼터",35.17604,129.079651,부산,연제구,부산 연제구,
연제도서관,부산광역시 연제구 황령산로 612 (연산동),"한파쉼터,무더위쉼터",35.1741306,129.0829369,부산,연제구,부산 연제구,
연제만화도서관,부산광역시 연제구 연수로208번길 16 (연산3동행정복합타운),"한파쉼터,무더위쉼터",35.172947,129.092906,부산,연제구,부산 연제구,
연조1리경로당,경상북도 고령군 대가야읍연조3길 11 ,"한파쉼터,무더위쉼터",35.730648,128.263962,경북,고령군,경북 고령군,
연조2리경로당,경상북도 고령군 대가야읍 연조4길 3 ,"한파쉼터,무더위쉼터",35.731421,128.265554,경북,고령군,경북 고령군,
연조3리경로당,경상북도 고령군 대가야읍 연조1길 23 ,"한파쉼터,무더위쉼터",35.732215,128.267594,경북,고령군,경북 고령군,
연실경로당,경상북도 김천시 아포읍인2길 288,"한파쉼터,무더위쉼터",36.170485,128.253198,경북,김천시,경북 김천시,
연안2리경로당,울산광역시 울주군 온양읍 연안3길 23,"한파쉼터,무더위쉼터",35.409369,129.284371,울산,울주군,울산 울주군,
연암도서관,경상남도 진주시 모덕로47번길 13-17 (진주시립연암도서관),"한파쉼터,무더위쉼터",35.182972,128.102093,경남,진주시,경남 진주시,
연원1리노인회관,경상북도 상주시 연원7길 22,"한파쉼터,무더위쉼터",36.4376528,128.127138,경북,상주시,경북 상주시,
연일에코코아루경로당,경상북도 포항시 남구 연일읍 동문로54번길 20 (연일에코코아루아파트),"한파쉼터,무더위쉼터",35.9940144,129.3530347,경북,포항시,경북 포항시,
연정1리경로당,"경상북도 영천시 신녕면 연정큰길 57 , 연정1리새마을회관","한파쉼터,무더위쉼터",36.051776,128.814235,경북,영천시,경북 영천시,
양곡2리경로당,경상북도 의성군 안계면 양곡2길 224 ,"한파쉼터,무더위쉼터",36.4142784,128.4371562,경북,의성군,경북 의성군,
양곡3리경로당,경상북도 의성군 안계면 양곡3길 16 ,"한파쉼터,무더위쉼터",36.420199,128.4293684,경북,의성군,경북 의성군,
양곡경로당,경상남도 거창군 남하면 양곡2길 20-20,"한파쉼터,무더위쉼터",35.6721683,127.942637,경남,거창군,경남 거창군,
양곡경로당,경상남도 창원시 성산구 양곡길106번길 1-12,"한파쉼터,무더위쉼터",35.2002993,128.627033,경남,창원시,경남 창원시,
양곡경로당,경상북도 김천시 하로길 453 (양천동),"한파쉼터,무더위쉼터",36.0935212,128.0967001,경북,김천시,경북 김천시,
양곡마을회관,경상남도 산청군 차황면 양곡길 3,"한파쉼터,무더위쉼터",35.4787809,127.9211546,경남,산청군,경남 산청군,
양곡1리경로당,경상북도 의성군 안계면 양곡1길 169-9 ,"한파쉼터,무더위쉼터",36.4220422,128.4333435,경북,의성군,경북 의성군,
양1리경로당,대구광역시 달성군 유가읍 휴양림2길 25-5,"한파쉼터,무더위쉼터",35.7014107,128.4785613,대구,달성군,대구 달성군,
양2리경로당,대구광역시 달성군 유가읍 유가사1길 3-3 ,"한파쉼터,무더위쉼터",35.7030419,128.4941921,대구,달성군,대구 달성군,
양경경로당,부산광역시 기장군 기장읍당사로1길 35,"한파쉼터,무더위쉼터",35.183412,129.209209,부산,기장군,부산 기장군,
양계단지경로당,"경상남도 사천시 용강양계1길 42 , 양계단지노인회관 (용강동)","한파쉼터,무더위쉼터",34.948888,128.083993,경남,사천시,경남 사천시,
양금동행정복지센터,경상북도 김천시 강변로 178 (황금동),"한파쉼터,무더위쉼터",36.1104378,128.1233177,경북,김천시,경북 김천시,
양기경로당,경상남도 거창군 가조면 기리1길 44-5,"한파쉼터,무더위쉼터",35.683749,128.021717,경남,거창군,경남 거창군,
양기경로당,경상남도 고성군 영오면 양산4길 232,"한파쉼터,무더위쉼터",35.1244972,128.2608489,경남,고성군,경남 고성군,
양교경로당,경상남도 창원시 의창구 동읍 동읍로 968-2 ,"한파쉼터,무더위쉼터",35.3428024,128.6677846,경남,창원시,경남 창원시,
양구경로당,경상남도 하동군 옥종면양구1길 55,"한파쉼터,무더위쉼터",35.1761272,127.878116,경남,하동군,경남 하동군,
용각3리경로당,"경상북도 성주군 월항면 용각2길 13-9, 당소노인정","한파쉼터,무더위쉼터",35.962111,128.301785,경북,성주군,경북 성주군,
용각리경로당,경상북도 안동시 일직면 용각길 149,"한파쉼터,무더위쉼터",36.4571476,128.6046688,경북,안동시,경북 안동시,
용강2주공경로당,"경상남도 사천시 용강길 37  (용강동, 용강2주공아파트)","한파쉼터,무더위쉼터",34.9472081,128.0829881,경남,사천시,경남 사천시,
용강경로당,경상남도 남해군 설천면 창남로 281 ,"한파쉼터,무더위쉼터",34.9266861,127.8951582,경남,남해군,경남 남해군,
용강경로당,"경상남도 사천시 용강길 47-3, 용강노인회관 (용강동)","한파쉼터,무더위쉼터",34.9468872,128.0835942,경남,사천시,경남 사천시,
용강경로당,경상남도 창원시 의창구 동읍 의창대로421번길 43 ,"한파쉼터,무더위쉼터",35.2704427,128.6369714,경남,창원시,경남 창원시,
용각2리경로당,"경상북도 성주군 월항면 용각길 228 , 팔산경로당","한파쉼터,무더위쉼터",35.970352,128.31806,경북,성주군,경북 성주군,
용각1리경로당,경상북도 성주군 월항면 용각길 61 ,"한파쉼터,무더위쉼터",35.9674956,128.3030766,경북,성주군,경북 성주군,
욕지경로당,경상남도 통영시 욕지면 중촌길 181-1 ,"한파쉼터,무더위쉼터",34.6366882,128.2627657,경남,통영시,경남 통영시,
욕지면사무소,경상남도 통영시 욕지면 중촌길 193 ,"한파쉼터,무더위쉼터",34.6363638,128.2633987,경남,통영시,경남 통영시,
욕지면시립도서관,경상남도 통영시 욕지면중촌길 203,"한파쉼터,무더위쉼터",34.6367409,128.2633577,경남,통영시,경남 통영시,
욕지서촌경로당,경상남도 통영시 욕지면 욕지일주로 81,"한파쉼터,무더위쉼터",34.633611,128.264947,경남,통영시,경남 통영시,
용1리경로당,경상북도 고령군 쌍림면 미숭로 358 ,"한파쉼터,무더위쉼터",35.7160273,128.2228513,경북,고령군,경북 고령군,
용2리경로당,경상북도 고령군 쌍림면 반룡길 164 ,"한파쉼터,무더위쉼터",35.7277347,128.2236462,경북,고령군,경북 고령군,
용2리경로당,대구광역시 달성군 유가읍 용리길 12,"한파쉼터,무더위쉼터",35.681292,128.470264,대구,달성군,대구 달성군,
용3리경로당,대구광역시 달성군 유가읍 휴양림길 180-17,"한파쉼터,무더위쉼터",35.689522,128.502711,대구,달성군,대구 달성군,
약전1리마을쉼터,경상북도 포항시 남구 동해면 일월로154번길 25 ,"한파쉼터,무더위쉼터",35.986056,129.4498852,경북,포항시,경북 포항시,
약전2리마을쉼터,경상북도 포항시 남구 동해면 일월로123번길 18 ,"한파쉼터,무더위쉼터",35.9891318,129.4476186,경북,포항시,경북 포항시,
약전3리마을쉼터,경상북도 포항시 남구 동해면 약전로8번길 10 (일동아파트),"한파쉼터,무더위쉼터",35.989417,129.45092,경북,포항시,경북 포항시,
약사동행정복지센터,울산광역시 중구 평산4길 38 (약사동),"한파쉼터,무더위쉼터",35.5704,129.3372533,울산,중구,울산 중구,
약샘경로당,경상남도 통영시 명정5길 28-10,"한파쉼터,무더위쉼터",34.845615,128.414784,경남,통영시,경남 통영시,
약석리마을회관,경상북도 문경시 산북면구룡판길 14,"한파쉼터,무더위쉼터",36.65478,128.266338,경북,문경시,경북 문경시,
약성1리마을쉼터,경상북도 포항시 북구 흥해읍 흥해로85번길 5 ,"한파쉼터,무더위쉼터",36.1120963,129.3471549,경북,포항시,경북 포항시,
약성2리마을쉼터,경상북도 포항시 북구 흥해읍 동해대로1586번길 29-10 ,"한파쉼터,무더위쉼터",36.1141656,129.34499,경북,포항시,경북 포항시,
약수경로당,울산광역시 북구 약수2길 39-3,"한파쉼터,무더위쉼터",35.6482,129.3475,울산,북구,울산 북구,
양등경로당,울산광역시 울주군 상북면 양등길 38,"한파쉼터,무더위쉼터",35.6019854,129.0725265,울산,울주군,울산 울주군,
양리경로당,경상남도 합천군 대병면 대병3산로 25 ,"한파쉼터,무더위쉼터",35.5050071,128.0257818,경남,합천군,경남 합천군,
양리고정경로당,경상남도 합천군 대병면고정길 8,"한파쉼터,무더위쉼터",35.5051701,128.0317454,경남,합천군,경남 합천군,
양림간경로당,경상남도 밀양시 상남면 양림동촌1길 54 ,"한파쉼터,무더위쉼터",35.46623,128.76641,경남,밀양시,경남 밀양시,
양림경로당,경상남도 합천군 적중면양림길 27,"한파쉼터,무더위쉼터",35.5380374,128.2672566,경남,합천군,경남 합천군,
양덕삼성쉐르빌마을쉼터,"경상북도 포항시 북구 양덕로50번길 33 (양덕동, 삼성쉐르빌아파트)","한파쉼터,무더위쉼터",36.0848956,129.405671,경북,포항시,경북 포항시,
양동경로당,경상남도 김해시 주촌면 서부로1295번길 89-2 ,"한파쉼터,무더위쉼터",35.2272385,128.802866,경남,김해시,경남 김해시,
양동경로당,경상남도 밀양시 하남읍 양명길 133 ,"한파쉼터,무더위쉼터",35.3922964,128.7247388,경남,밀양시,경남 밀양시,
양동경로당,경상남도 사천시 축동면 양동1길 17 ,"한파쉼터,무더위쉼터",35.1055218,128.1026325,경남,사천시,경남 사천시,
양동경로당,경상남도 함양군 함양읍삼봉로 415 ,"한파쉼터,무더위쉼터",35.47,127.6695,경남,함양군,경남 함양군,
양도경로당,경상남도 창원시 마산합포구 진동면 양도길 177-23 ,"한파쉼터,무더위쉼터",35.0817212,128.4914911,경남,창원시,경남 창원시,
양덕하우스스토리마을쉼터,"경상북도 포항시 북구 천마로72번길 11 (양덕동, 남광하우스토리아파트)","한파쉼터,무더위쉼터",36.0838008,129.3983315,경북,포항시,경북 포항시,
양덕트리니엔마을쉼터,"경상북도 포항시 북구 천마로72번길 33 (양덕동, 삼구트리니엔아파트)","한파쉼터,무더위쉼터",36.0838669,129.4003938,경북,포항시,경북 포항시,
양동경로당,울산광역시 울주군 청량읍대복동천로 833,"한파쉼터,무더위쉼터",35.466628,129.291867,울산,울주군,울산 울주군,
양덕트리니엔3차경로당,"경상북도 포항시 북구 천마로 123 (양덕동, 양덕삼구트리니엔3차)","한파쉼터,무더위쉼터",36.0879273,129.3957477,경북,포항시,경북 포항시,
양수마을경로당,부산광역시 기장군 정관읍 양수길 7-11 ,"한파쉼터,무더위쉼터",35.3301226,129.1610831,부산,기장군,부산 기장군,
양산경로당,경상남도 통영시 산양읍양산길 80,"한파쉼터,무더위쉼터",34.8055789,128.3934397,경남,통영시,경남 통영시,
양덕삼구트리니엔2차마을쉼터,경상북도 포항시 북구 장량중앙로 30 (양덕동),"한파쉼터,무더위쉼터",36.0899601,129.384533,경북,포항시,경북 포항시,
양덕경로당,경상남도 밀양시 산외면남기동길 102,"한파쉼터,무더위쉼터",35.5109873,128.7984125,경남,밀양시,경남 밀양시,
"양덕1동경로당(남,여)",경상남도 창원시 마산회원구 양덕북2길 38 (양덕동),"한파쉼터,무더위쉼터",35.2330708,128.5845155,경남,창원시,경남 창원시,
양당마을회관,경상남도 산청군 시천면 남명로257번길 18 ,"한파쉼터,무더위쉼터",35.277255,127.8460497,경남,산청군,경남 산청군,
양산경로당,경상남도 합천군 대양면 양산길 25,"한파쉼터,무더위쉼터",35.504591,128.173669,경남,합천군,경남 합천군,
양덕경로당,경상남도 고성군 고성읍덕선2길 121,"한파쉼터,무더위쉼터",34.9959918,128.3039662,경남,고성군,경남 고성군,
양산경로당,경상북도 김천시 아포읍 지2길 86 ,"한파쉼터,무더위쉼터",36.1866824,128.2482469,경북,김천시,경북 김천시,
양덕2차e편한세상마을쉼터,"경상북도 포항시 북구 천마로90번길 11 (양덕동, 2차이편한세상아파트)","한파쉼터,무더위쉼터",36.0856509,129.3982845,경북,포항시,경북 포항시,
양덕1차e편한세상경로당,"경상북도 포항시 북구 천마로90번길 33 (양덕동, 1차이편한세상아파트)","한파쉼터,무더위쉼터",36.0855158,129.4000069,경북,포항시,경북 포항시,
모계1리경로당,경상북도 청송군 현서면 두수동길 8 ,"한파쉼터,무더위쉼터",36.2363,128.8971,경북,청송군,경북 청송군,
모고마을회관,경상남도 산청군 산청읍 친환경로2842번길 37,"한파쉼터,무더위쉼터",35.430765,127.888529,경남,산청군,경남 산청군,
모가정경로당,경상남도 김해시 한림면김해대로1559번길 33-1,"한파쉼터,무더위쉼터",35.2772426,128.8416715,경남,김해시,경남 김해시,
덕천2동주민센터,부산광역시 북구 금곡대로20번길 56 (덕천동),"한파쉼터,무더위쉼터",35.2123886,129.0078324,부산,북구,부산 북구,
덕천1리마을회관,경상북도 경주시 내남면 화계로 53,"한파쉼터,무더위쉼터",35.748583,129.174736,경북,경주시,경북 경주시,
덕천1리마을회관,경상북도 경산시 용성면 덕천1길 15-1,"한파쉼터,무더위쉼터",35.7969087,128.8821811,경북,경산시,경북 경산시,
덕천1동주민센터,부산광역시 북구 만덕대로102번가길 11 (덕천동),"한파쉼터,무더위쉼터",35.2124237,129.0166542,부산,북구,부산 북구,
덕채경로당,경상남도 하동군 옥종면옥단로 567,"한파쉼터,무더위쉼터",35.1494577,127.880541,경남,하동군,경남 하동군,
덕진봄아파트경로당,경상남도 사천시 사천읍옥산로 97,"한파쉼터,무더위쉼터",35.079756,128.092965,경남,사천시,경남 사천시,
모라1동행정복지센터,부산광역시 사상구 모라로 93 (모라동),"한파쉼터,무더위쉼터",35.1869874,128.9898812,부산,사상구,부산 사상구,
모곡경로당,"경상남도 거창군 거창읍 모곡2길 22 , 모곡마을회관","한파쉼터,무더위쉼터",35.71515,127.917052,경남,거창군,경남 거창군,
모곡경로당(사봉면),경상남도 진주시 사봉면 모곡길 37,"한파쉼터,무더위쉼터",35.1966055,128.2910549,경남,진주시,경남 진주시,
모곡경로당(이반성면),경상남도 진주시 이반성면 오봉산로 723,"한파쉼터,무더위쉼터",35.169815,128.326847,경남,진주시,경남 진주시,
모곡부녀경로당,경상남도 창녕군 이방면 모곡대밭길 24-13 ,"한파쉼터,무더위쉼터",35.5443272,128.3865492,경남,창녕군,경남 창녕군,
모곡회관,경상남도 창녕군 이방면 모곡대밭길 9 ,"한파쉼터,무더위쉼터",35.5427464,128.387259,경남,창녕군,경남 창녕군,
모덕경로당,경상남도 진주시 모덕로64번길 10-3 (상대동),"한파쉼터,무더위쉼터",35.1814002,128.1041805,경남,진주시,경남 진주시,
모덕동경로당,경상남도 거창군 가조면 역촌2길 76,"한파쉼터,무더위쉼터",35.71694,127.9905073,경남,거창군,경남 거창군,
모동면행정복지센터,경상북도 상주시 모동면 용호3길 5 ,"한파쉼터,무더위쉼터",36.3200959,127.9594132,경북,상주시,경북 상주시,
덕진경로당,경상남도 합천군 삼가면 서부로 376 ,"한파쉼터,무더위쉼터",35.4105811,128.0886099,경남,합천군,경남 합천군,
덕진경로당,경상남도 진주시 미천면 널방재길195번길 31,"한파쉼터,무더위쉼터",35.2993972,128.1475079,경남,진주시,경남 진주시,
덕일타운아파트경로당,"경상북도 김천시 지좌길 13 (지좌동, 덕일타운)","한파쉼터,무더위쉼터",36.1207402,128.1432288,경북,김천시,경북 김천시,
덕장1리마을쉼터,경상북도 포항시 북구 흥해읍 덕실마을길174번길 1 ,"한파쉼터,무더위쉼터",36.1342529,129.3344085,경북,포항시,경북 포항시,
덕장2리마을쉼터,경상북도 포항시 북구 흥해읍 덕장길34번길 24-1 ,"한파쉼터,무더위쉼터",36.1446382,129.3446873,경북,포항시,경북 포항시,
덕전경로당,"경상남도 함안군 가야읍 백새길 189 , 덕전동마을회관","한파쉼터,무더위쉼터",35.2765514,128.377759,경남,함안군,경남 함안군,
덕율1리경로당,경상북도 예천군 감천면 덕율4길 50,"한파쉼터,무더위쉼터",36.710558,128.498226,경북,예천군,경북 예천군,
덕율2리경로당,경상북도 예천군 감천면 충효로 1051-17,"한파쉼터,무더위쉼터",36.701603,128.50194,경북,예천군,경북 예천군,
덕율3리경로당,경상북도 예천군 감천면 만맛길 43-10,"한파쉼터,무더위쉼터",36.712133,128.505098,경북,예천군,경북 예천군,
덕의경로당,경상남도 진주시 금산면 덕의길 117 ,"한파쉼터,무더위쉼터",35.2254838,128.1393808,경남,진주시,경남 진주시,
덕지1리경로당,경상북도 의성군 다인면 덕지1길 23,"한파쉼터,무더위쉼터",36.4492547,128.3286588,경북,의성군,경북 의성군,
덕지2리경로당,경상북도 의성군 다인면 덕지2길 77-12 ,"한파쉼터,무더위쉼터",36.4419886,128.3280708,경북,의성군,경북 의성군,
덕지3리경로회관,경상북도 의성군 다인면덕지3길 29,"한파쉼터,무더위쉼터",36.4645731,128.334871,경북,의성군,경북 의성군,
덕지3리중말경로당,경상북도 의성군 다인면 덕지3길 103,"한파쉼터,무더위쉼터",36.470437,128.33506,경북,의성군,경북 의성군,
덕정경로당,경상남도 진주시 금산면 금산순환로 109 ,"한파쉼터,무더위쉼터",35.2230778,128.1504445,경남,진주시,경남 진주시,
덕정경로당,경상남도 합천군 대양면 대한로 48,"한파쉼터,무더위쉼터",35.5142123,128.1784211,경남,합천군,경남 합천군,
덕정경로당,울산광역시 울주군 청량읍 덕정4길 5,"한파쉼터,무더위쉼터",35.487868,129.296792,울산,울주군,울산 울주군,
로즈힐경로당,"경상남도 양산시 주진1길 43 (주진동, 로즈힐아파트)","한파쉼터,무더위쉼터",35.3902832,129.1506118,경남,양산시,경남 양산시,
롯데(아)경로당,"경상남도 창원시 성산구 대암로 56  (남양동, 롯데아파트)","한파쉼터,무더위쉼터",35.2142048,128.7017213,경남,창원시,경남 창원시,
로얄파크빌경로당,"경상남도 양산시 두전길 18 (어곡동, 로얄파크빌)","한파쉼터,무더위쉼터",35.3805544,129.0270343,경남,양산시,경남 양산시,
만산2동마을회관,경상북도 상주시 만산4길 33-1 (만산동),"한파쉼터,무더위쉼터",36.4347,128.1503,경북,상주시,경북 상주시,
만산3동경로당,경상북도 상주시 만산1길 20,"한파쉼터,무더위쉼터",36.4283888,128.153644,경북,상주시,경북 상주시,
만산마을회관,경상북도 상주시 만산7길 23,"한파쉼터,무더위쉼터",36.441345,128.153824,경북,상주시,경북 상주시,
만서부녀마을쉼터,경상북도 포항시 북구 흥해읍 중성로62번길 17-47 (만서세화타운1차),"한파쉼터,무더위쉼터",36.1081942,129.3518091,경북,포항시,경북 포항시,
만서세화3차마을쉼터,경상북도 포항시 북구 흥해읍 중성로52번길 19 (만서세화타운3차),"한파쉼터,무더위쉼터",36.1070727,129.349375,경북,포항시,경북 포항시,
령동마을회관,경상남도 함안군 칠북면 이령3길 20-6 ,"한파쉼터,무더위쉼터",35.364055,128.5415813,경남,함안군,경남 함안군,
령동장수사랑방,경상남도 함안군 칠북면 이령1길 16 ,"한파쉼터,무더위쉼터",35.3666229,128.5373998,경남,함안군,경남 함안군,
령서마을회관,"경상남도 함안군 칠북면 령서길 37 , 영서경로회관","한파쉼터,무더위쉼터",35.3616898,128.5333766,경남,함안군,경남 함안군,
령서하실경로당,경상남도 함안군 칠북면삼칠로 1732-9,"한파쉼터,무더위쉼터",35.3672636,128.5319305,경남,함안군,경남 함안군,
롯데낙천대@경로당,부산광역시 영도구 청학남로 48,"한파쉼터,무더위쉼터",35.08847,129.062684,부산,영도구,부산 영도구,
롯데낙천대마을쉼터,"경상북도 포항시 북구 법원로40번길 38 (장성동, 롯데낙천대아파트)","한파쉼터,무더위쉼터",36.076873,129.3891753,경북,포항시,경북 포항시,
롯데캐슬2차경로당,경상남도 김해시 가야로463번길 14,"한파쉼터,무더위쉼터",35.2404626,128.8874328,경남,김해시,경남 김해시,
롯데캐슬2차남자경로당,부산광역시 기장군 정관읍정관3로 23,"한파쉼터,무더위쉼터",35.3294907,129.1655845,부산,기장군,부산 기장군,
롯데캐슬2차여자경로당,부산광역시 기장군 정관읍정관3로 51,"한파쉼터,무더위쉼터",35.3307904,129.1691511,부산,기장군,부산 기장군,
롯데캐슬경로당,경상남도 양산시 진등길 26,"한파쉼터,무더위쉼터",35.395072,129.157377,경남,양산시,경남 양산시,
롯데캐슬경로당,대구광역시 달서구 상화로58길 86 (롯데캐슬레이크 109동),"한파쉼터,무더위쉼터",35.805966,128.54817,대구,달서구,대구 달서구,
롯데캐슬도서관,부산광역시 기장군 정관읍 정관3로 52 (정관신도시 롯데캐슬),"한파쉼터,무더위쉼터",35.3288249,129.1709483,부산,기장군,부산 기장군,
롯데캐슬레전드경로당,대구광역시 동구 안심로73길 22 (신서 롯데캐슬레전드 101동),"한파쉼터,무더위쉼터",35.870354,128.725315,대구,동구,대구 동구,
롯데캐슬마린경로당,"부산광역시 해운대구 중동2로34번길 29 (중동, 롯데캐슬마린아파트)","한파쉼터,무더위쉼터",35.1659677,129.1651225,부산,해운대구,부산 해운대구,
롯데캐슬스카이경로당,울산광역시 중구 강북로 105,"한파쉼터,무더위쉼터",35.5531493,129.3212161,울산,중구,울산 중구,
롯데캐슬아일랜드아파트경로당,"경상남도 거제시 능포로2길 62 (능포동, 롯데캐슬아일랜드)","한파쉼터,무더위쉼터",34.8769493,128.7335336,경남,거제시,경남 거제시,
롯데캐슬아파트경로당,"경상북도 안동시 경북대로 340 (태화동, 안동 롯데캐슬 아파트)","한파쉼터,무더위쉼터",36.559948,128.7046167,경북,안동시,경북 안동시,
롯데캐슬2단지경로당,"울산광역시 남구 신선로 46  (야음동, 롯데캐슬아파트)","한파쉼터,무더위쉼터",35.520835,129.318257,울산,남구,울산 남구,
롯데캐슬1차경로당,부산광역시 기장군 정관읍정관3로 52,"한파쉼터,무더위쉼터",35.328696,129.170262,부산,기장군,부산 기장군,
롯데마트스마트쉼터(8303),경상남도 양산시 삼호동 1028,"한파쉼터,무더위쉼터",35.412872,129.165881,경남,양산시,경남 양산시,
롯데마트진장점버스정류장,울산광역시 북구 진장동 1050-5,"한파쉼터,무더위쉼터",35.5756541,129.356472,울산,북구,울산 북구,
롯데아파트경로당,"경상남도 창원시 성산구 용지로239번길 19-30 (용호동, 롯데맨션)","한파쉼터,무더위쉼터",35.2346003,128.6827127,경남,창원시,경남 창원시,
롯데아파트마을쉼터,"경상북도 포항시 북구 삼호로 221 (두호동, 롯데아파트)","한파쉼터,무더위쉼터",36.0580595,129.3772276,경북,포항시,경북 포항시,
롯데인벤스경로당,경상남도 거제시 거제중앙로 1515,"한파쉼터,무더위쉼터",34.8587436,128.6446734,경남,거제시,경남 거제시,
롯데인벤스경로당,"경상남도 밀양시 점필재로 65 (내이동, 밀양내이동롯데인벤스가)","한파쉼터,무더위쉼터",35.4887227,128.740058,경남,밀양시,경남 밀양시,
롯데캐슬1단지경로당,"울산광역시 남구 신선로 45  (야음동, 울산 롯데캐슬골드)","한파쉼터,무더위쉼터",35.5223061,129.3180222,울산,남구,울산 남구,
롯데캐슬1차경로당,경상남도 김해시 가야로451번길 9,"한파쉼터,무더위쉼터",35.2421365,128.8844702,경남,김해시,경남 김해시,
라인아트빌경로당,경상남도 고성군 거류면 거류로 629-18 (라인아트빌노인정),"한파쉼터,무더위쉼터",34.987994,128.402868,경남,고성군,경남 고성군,
럭키마을쉼터,"경상북도 포항시 북구 삼흥로 50-13 (장성동, 럭키장성아파트)","한파쉼터,무더위쉼터",36.067238,129.3796196,경북,포항시,경북 포항시,
럭키아파트경로당,경상남도 창원시 성산구 반송로 105,"한파쉼터,무더위쉼터",35.2387926,128.6689248,경남,창원시,경남 창원시,
