대피소명,주소,대피소유형,위도,경도,시도,시군구,지역,수용인원
노하리마을문화쉼터,경상북도 예천군 예천읍 맛고을길 61 ,"한파쉼터,무더위쉼터",36.6570436,128.4552947,경북,예천군,경북 예천군,
노현경로당,경상남도 거창군 웅양면 성안길 12 ,"한파쉼터,무더위쉼터",35.8101856,127.9101378,경남,거창군,경남 거창군,
노혜경로당,경상남도 거창군 거창읍 노혜2길 15 ,"한파쉼터,무더위쉼터",35.7000392,127.9305419,경남,거창군,경남 거창군,
동명분회경로당(남),경상북도 칠곡군 동명면 금암중앙길 59-8 ,"한파쉼터,무더위쉼터",35.984343,128.552683,경북,칠곡군,경북 칠곡군,
동문경로당,"경상남도 김해시 김해대로2415번길 8-19 (부원동, 성우솔빌)","한파쉼터,무더위쉼터",35.2283318,128.8921058,경남,김해시,경남 김해시,
동문디이스트경로당,울산광역시 울주군 삼남읍 울산역로 274 (울산역 신도시 동문디이스트),"한파쉼터,무더위쉼터",35.5581357,129.1307294,울산,울주군,울산 울주군,
동문동행정복지센터,경상북도 상주시 복룡2길 23  (복룡동),"한파쉼터,무더위쉼터",36.4174,128.1691,경북,상주시,경북 상주시,
동민의집경로당,부산광역시 남구 자유평화로57번길 17-1 (문현동),"한파쉼터,무더위쉼터",35.1420728,129.0655482,부산,남구,부산 남구,
동문경로당,울산광역시 울주군 웅촌면 웅촌로 378 ,"한파쉼터,무더위쉼터",35.464547,129.2099199,울산,울주군,울산 울주군,
동문경로당,경상북도 구미시 선산읍 선산중앙로 105-2 ,"한파쉼터,무더위쉼터",36.2434555,128.3027011,경북,구미시,경북 구미시,
방화경로당,경상남도 하동군 북천면금촌길 14-5,"한파쉼터,무더위쉼터",35.1153907,127.851051,경남,하동군,경남 하동군,
동문굿모닝힐경로당,울산광역시 울주군 범서읍 구영로 75-25 (동문굿모닝힐),"한파쉼터,무더위쉼터",35.5774314,129.2428744,울산,울주군,울산 울주군,
방화마을회관,경상남도 산청군 생비량면 진산로2106번길 42,"한파쉼터,무더위쉼터",35.3401533,128.0876834,경남,산청군,경남 산청군,
매성1리경로당,대구광역시 군위군 의흥면 아랫매성길 10 ,"한파쉼터,무더위쉼터",36.1498483,128.7518692,대구,군위군,대구 군위군,
동방마을회관경로당,경상남도 진주시 문산읍 정자천로 204,"한파쉼터,무더위쉼터",35.1363547,128.1907641,경남,진주시,경남 진주시,
동명작은도서관,경상북도 칠곡군 동명면 금암중앙길 56 (동명면사무소),"한파쉼터,무더위쉼터",35.983919,128.553625,경북,칠곡군,경북 칠곡군,
동방파크맨션경로당,"부산광역시 남구 용호로198번길 39 (용호동, 동방파크맨션)","한파쉼터,무더위쉼터",35.1149019,129.1086191,부산,남구,부산 남구,
동방경로당,"경상북도 경주시 산업로 3504-26, 동방경로당 (동방동)","한파쉼터,무더위쉼터",35.806119,129.261152,경북,경주시,경북 경주시,
동백경로당,경상남도 함양군 백전면 백운로 20 ,"한파쉼터,무더위쉼터",35.564142,127.6381981,경남,함양군,경남 함양군,
동백경로당,경상남도 통영시 여황로 165-14 (도천동),"한파쉼터,무더위쉼터",34.840355,128.412758,경남,통영시,경남 통영시,
새마을경로당,부산광역시 사하구 장림시장11길 72 (새마을경로당),"한파쉼터,무더위쉼터",35.07913,128.968174,부산,사하구,부산 사하구,
석전경로당,경상남도 고성군 회화면석전길 33,"한파쉼터,무더위쉼터",35.0814442,128.4066688,경남,고성군,경남 고성군,
석전9리경로당,경상북도 칠곡군 왜관읍 석전로2길 6,"한파쉼터,무더위쉼터",35.997485,128.403236,경북,칠곡군,경북 칠곡군,
석전8리한빛경로당,경상북도 칠곡군 왜관읍 석전로 77 (왜관한빛타운),"한파쉼터,무더위쉼터",36.0005117,128.4057516,경북,칠곡군,경북 칠곡군,
생지리경로당,경상북도 포항시 남구 연일읍 연일중앙로 4 ,"한파쉼터,무더위쉼터",35.9974983,129.3441507,경북,포항시,경북 포항시,
생초마을회관,경상남도 거창군 가조면 우륵4길 9,"한파쉼터,무더위쉼터",35.6971153,128.0377676,경남,거창군,경남 거창군,
새마을경로당,경상북도 김천시 지좌새마을2길 72,"한파쉼터,무더위쉼터",36.105583,128.132688,경북,김천시,경북 김천시,
생천리경로당,경상북도 예천군 예천읍 용문경천로 1667,"한파쉼터,무더위쉼터",36.678112,128.45389,경북,예천군,경북 예천군,
새마을경로당,"부산광역시 부산진구 복지로 116 , 국민주택 (개금동)","한파쉼터,무더위쉼터",35.1430832,129.0183323,부산,부산진구,부산 부산진구,
새마을경로당,부산광역시 영도구 봉래길 112,"한파쉼터,무더위쉼터",35.09169,129.05177,부산,영도구,부산 영도구,
신성2리경로당,경상북도 안동시 풍천면 신평풍천길 1075,"한파쉼터,무더위쉼터",36.5225892,128.4469474,경북,안동시,경북 안동시,
생비량면사무소,경상남도 산청군 생비량면 비량로 38 ,"한파쉼터,무더위쉼터",35.3448831,128.0451635,경남,산청군,경남 산청군,
생림면사무소,경상남도 김해시 생림면봉림로 40,"한파쉼터,무더위쉼터",35.3279293,128.8490159,경남,김해시,경남 김해시,
생림마을회관,경상남도 산청군 생초면 산수로752번길 27,"한파쉼터,무더위쉼터",35.4752636,127.8547712,경남,산청군,경남 산청군,
새마을금고함안본점,경상남도 함안군 가야읍가야로 39-5,"한파쉼터,무더위쉼터",35.2775897,128.4056736,경남,함안군,경남 함안군,
생리경로당,경상북도 고령군 개진면 개경포로 1554 (생리마을회관),"한파쉼터,무더위쉼터",35.71705,128.411117,경북,고령군,경북 고령군,
생송1리경로당,경상북도 의성군 단밀면 생송1길 5 ,"한파쉼터,무더위쉼터",36.3749191,128.3506563,경북,의성군,경북 의성군,
생송2경로당,경상북도 의성군 단밀면생송2길 105,"한파쉼터,무더위쉼터",36.3617772,128.3308065,경북,의성군,경북 의성군,
생송3리경로당,경상북도 의성군 단밀면 생송3길 68 ,"한파쉼터,무더위쉼터",36.3691117,128.3169544,경북,의성군,경북 의성군,
새마을경로당,경상남도 창녕군 남지읍 동포2길 14 ,"한파쉼터,무더위쉼터",35.3901975,128.4804456,경남,창녕군,경남 창녕군,
새들경로당,경상북도 의성군 점곡면 새들길 113-9 ,"한파쉼터,무더위쉼터",36.4181464,128.7929901,경북,의성군,경북 의성군,
새동네여자경로당,"경상남도 창원시 마산합포구 월영서9길 5 , 새동내노인정 (월영동)","한파쉼터,무더위쉼터",35.1762458,128.5561772,경남,창원시,경남 창원시,
새동네남자경로당,"경상남도 창원시 마산합포구 월영서9길 5 , 새동내노인정 (월영동)","한파쉼터,무더위쉼터",35.1762458,128.5561772,경남,창원시,경남 창원시,
서2동경로당,부산광역시 금정구 명서로45번길 99 (서동),"한파쉼터,무더위쉼터",35.2142579,129.0998134,부산,금정구,부산 금정구,
새동네경로당(북부동),경상남도 김해시 구산로42번길 19-15,"한파쉼터,무더위쉼터",35.2469573,128.8733288,경남,김해시,경남 김해시,
새동네경로당,울산광역시 남구 남부순환도로29번길 13  (무거동),"한파쉼터,무더위쉼터",35.547198,129.265356,울산,남구,울산 남구,
새동네경로당,부산광역시 해운대구 반송로877번길 47-6 (반송동),"한파쉼터,무더위쉼터",35.2324574,129.150947,부산,해운대구,부산 해운대구,
새동네경로당,대구광역시 달서구 성지로16길 45  (용산동),"한파쉼터,무더위쉼터",35.85706,128.52254,대구,달서구,대구 달서구,
새동네경로당,경상남도 창원시 진해구 태백서로 62,"한파쉼터,무더위쉼터",35.1563785,128.6748508,경남,창원시,경남 창원시,
새동네경로당,경상남도 창원시 의창구 도계로4번길 18-1 (도계동),"한파쉼터,무더위쉼터",35.2580515,128.6340934,경남,창원시,경남 창원시,
새동네경로당,경상남도 사천시 가마등1길 23,"한파쉼터,무더위쉼터",34.936437,128.074944,경남,사천시,경남 사천시,
새동네(쌍호1리)경로당,경상북도 의성군 안사면 쌍호1길 38 ,"한파쉼터,무더위쉼터",36.5045676,128.4163128,경북,의성군,경북 의성군,
서2동행정복지센터,부산광역시 금정구 서동중심로 33 (서동),"한파쉼터,무더위쉼터",35.2128861,129.1044697,부산,금정구,부산 금정구,
생초면사무소,경상남도 산청군 생초면 생초로 58 ,"한파쉼터,무더위쉼터",35.4931629,127.8329444,경남,산청군,경남 산청군,
생초면종합복지회관(자모당),경상남도 산청군 생초면 새실로 5,"한파쉼터,무더위쉼터",35.4937616,127.8365478,경남,산청군,경남 산청군,
새마경로당,경상북도 의성군 점곡면 명고2길 29 ,"한파쉼터,무더위쉼터",36.391693,128.7518612,경북,의성군,경북 의성군,
생학마을회관,경상남도 창녕군 유어면 생학길 45 ,"한파쉼터,무더위쉼터",35.5320481,128.414797,경남,창녕군,경남 창녕군,
생현1리노인회관,경상북도 영주시 안정면신재로707번길 5-24,"한파쉼터,무더위쉼터",36.853296,128.541673,경북,영주시,경북 영주시,
생현2리노인회관,경상북도 영주시 안정면용주로1371번길 113,"한파쉼터,무더위쉼터",36.846409,128.540156,경북,영주시,경북 영주시,
새롬경로당,경상남도 양산시 북정서길 16,"한파쉼터,무더위쉼터",35.359998,129.043729,경남,양산시,경남 양산시,
서1동새마을경로당,부산광역시 금정구 서부로69번길 35 (서동),"한파쉼터,무더위쉼터",35.2177618,129.0983865,부산,금정구,부산 금정구,
서1동행정복지센터,부산광역시 금정구 서부로69번길 17 (서동),"한파쉼터,무더위쉼터",35.2183206,129.099116,부산,금정구,부산 금정구,
석전마을회관,경상남도 함안군 칠원읍 석전1길 96 ,"한파쉼터,무더위쉼터",35.2850498,128.5246217,경남,함안군,경남 함안군,
새한세시빌경로당,경상북도 경주시 현곡면 안현로 68-7 (새한센시빌아파트 101동),"한파쉼터,무더위쉼터",35.872043,129.207221,경북,경주시,경북 경주시,
새평지경로당,경상남도 고성군 거류면 거류로 645,"한파쉼터,무더위쉼터",34.9893547,128.4039186,경남,고성군,경남 고성군,
생곡경로당,경상남도 고성군 영오면성곡1길 11,"한파쉼터,무더위쉼터",35.106524,128.226375,경남,고성군,경남 고성군,
새터마을회관(새터경로당),경상남도 함양군 안의면 이문새터길 4-1 ,"한파쉼터,무더위쉼터",35.6141731,127.8302793,경남,함양군,경남 함양군,
생곡경로당,부산광역시 강서구 생곡길 22 (생곡동),"한파쉼터,무더위쉼터",35.1312,128.8799,부산,강서구,부산 강서구,
새터경로당,"경상북도 성주군 대가면 칠봉2길 112 , 칠봉2리신평회관","한파쉼터,무더위쉼터",35.896469,128.232125,경북,성주군,경북 성주군,
새터경로당,경상남도 합천군 삼가면어전1길 3,"한파쉼터,무더위쉼터",35.3936112,128.1168898,경남,합천군,경남 합천군,
샛담경로당,경상남도 사천시 샛담1길 31,"한파쉼터,무더위쉼터",34.932219,128.096754,경남,사천시,경남 사천시,
샘실경로당,경상북도 봉화군 물야면 샘실길 45-7 ,"한파쉼터,무더위쉼터",36.963354,128.7161811,경북,봉화군,경북 봉화군,
샛담경로당,"경상남도 함안군 함안면 샛담길 94 , 경로당","한파쉼터,무더위쉼터",35.2136868,128.4400248,경남,함안군,경남 함안군,
샛디체력단련장,부산광역시 서구 해돋이로 59,"한파쉼터,무더위쉼터",35.084686,129.019595,부산,서구,부산 서구,
샛터경로당,경상남도 진주시 진양호로239번길 12-10 (평거동),"한파쉼터,무더위쉼터",35.1762013,128.061171,경남,진주시,경남 진주시,
샘골경로당,경상남도 하동군 양보면원양샘골길 47,"한파쉼터,무더위쉼터",35.08762,127.827681,경남,하동군,경남 하동군,
새터경로당,경상남도 함양군 백전면 중기길 344 ,"한파쉼터,무더위쉼터",35.5995429,127.6257072,경남,함양군,경남 함양군,
새터경로당,경상남도 산청군 단성면 동방실로 364-2 ,"한파쉼터,무더위쉼터",35.2857286,127.9525495,경남,산청군,경남 산청군,
새밭경로당,부산광역시 사상구 대동로159번길 109 (학장동),"한파쉼터,무더위쉼터",35.139465,128.9785507,부산,사상구,부산 사상구,
새밭행복센터,부산광역시 사상구 대동로159번길 107 (학장동),"한파쉼터,무더위쉼터",35.1395527,128.9786017,부산,사상구,부산 사상구,
새실경로당,경상북도 김천시 새실길 18-3 (다수동),"한파쉼터,무더위쉼터",36.125529,128.0782357,경북,김천시,경북 김천시,
새실경로당,경상남도 고성군 거류면 당동8길 115-3,"한파쉼터,무더위쉼터",34.9970472,128.3992313,경남,고성군,경남 고성군,
새진흥아파트경로당,울산광역시 울주군 삼남읍 자수정로 31 (새진흥아파트),"한파쉼터,무더위쉼터",35.539493,129.1061792,울산,울주군,울산 울주군,
새진흥8차경로당,경상남도 양산시 신명2길 16-33 (새진흥8차아파트),"한파쉼터,무더위쉼터",35.385918,129.150801,경남,양산시,경남 양산시,
새진흥6차경로당,"경상남도 양산시 평산로 95 (평산동, 새진흥아파트)","한파쉼터,무더위쉼터",35.3813067,129.1447565,경남,양산시,경남 양산시,
새진흥5차경로당,"경상남도 양산시 평산13길 19 (평산동, 새진흥5차아파트)","한파쉼터,무더위쉼터",35.3802679,129.1456255,경남,양산시,경남 양산시,
새진흥4차(사평)경로당,"경상남도 양산시 모래들1길 14 (소주동, 새진흥아파트)","한파쉼터,무더위쉼터",35.4000436,129.1577196,경남,양산시,경남 양산시,
새중앙(중리)새마을금고,울산광역시 북구 염포로 747,"한파쉼터,무더위쉼터",35.5279671,129.3974221,울산,북구,울산 북구,
새중앙(본점)새마을금고,울산광역시 북구 염포로 623,"한파쉼터,무더위쉼터",35.5365512,129.3887739,울산,북구,울산 북구,
새마을회관(서부3리),경상북도 영주시 풍기읍 금계로 39-4,"한파쉼터,무더위쉼터",36.875926,128.5255296,경북,영주시,경북 영주시,
새울산새마을금고온양지점,울산광역시 울주군 온양읍 온양로 85-1,"한파쉼터,무더위쉼터",35.4106606,129.281231,울산,울주군,울산 울주군,
새울산(본점)새마을금고,울산광역시 남구 산업로339번길 24-4,"한파쉼터,무더위쉼터",35.516014,129.337923,울산,남구,울산 남구,
새운파래스아파트경로당,"울산광역시 중구 북부순환도로 680  (복산동, 새운파래스타운)","한파쉼터,무더위쉼터",35.5682225,129.3316234,울산,중구,울산 중구,
새용각경로당,경상북도 안동시 일직면 새용각길 59 ,"한파쉼터,무더위쉼터",36.4640309,128.6172625,경북,안동시,경북 안동시,
새연화이주마을경로당,경상북도 칠곡군 지천면 금호로2길 2-14 ,"한파쉼터,무더위쉼터",35.9609546,128.4416771,경북,칠곡군,경북 칠곡군,
새모실경로당,경상남도 창원시 마산합포구 진동면 새무실길 18,"한파쉼터,무더위쉼터",35.1527117,128.516725,경남,창원시,경남 창원시,
서3동경로당,부산광역시 금정구 서곡로8번길 21-1 (서동),"한파쉼터,무더위쉼터",35.216466,129.1065117,부산,금정구,부산 금정구,
서3동행정복지센터,부산광역시 금정구 서곡로33번길 9 (서동),"한파쉼터,무더위쉼터",35.2171995,129.1039206,부산,금정구,부산 금정구,
신소양경로당,경상남도 합천군 합천읍신소양1길 4,"한파쉼터,무더위쉼터",35.5789799,128.167762,경남,합천군,경남 합천군,
신소마을회관,경상남도 의령군 용덕면 용덕1길 111 ,"한파쉼터,무더위쉼터",35.3317812,128.3005258,경남,의령군,경남 의령군,
신소경로당,경상남도 사천시 서포면 독소길 4,"한파쉼터,무더위쉼터",34.999774,127.965525,경남,사천시,경남 사천시,
신세동경로당,경상북도 안동시 신세동 성진2길 10  (신세동),"한파쉼터,무더위쉼터",36.5659165,128.7384888,경북,안동시,경북 안동시,
서경용수리경로당,대구광역시 군위군 소보면 서경2길 171 ,"한파쉼터,무더위쉼터",36.2449546,128.5008694,대구,군위군,대구 군위군,
서경지경로당,경상북도 안동시 서경지5길 51 (태화동),"한파쉼터,무더위쉼터",36.559182,128.715183,경북,안동시,경북 안동시,
신성여성경로당,경상남도 창원시 마산회원구 합성북8길 20 (합성동),"한파쉼터,무더위쉼터",35.2440112,128.5805377,경남,창원시,경남 창원시,
신안1리(죽정)경로당,경상북도 김천시 조마면 신안1길 210 ,"한파쉼터,무더위쉼터",36.0781676,128.1071202,경북,김천시,경북 김천시,
신아마을회관,경상남도 산청군 금서면 동의보감로766번길 95,"한파쉼터,무더위쉼터",35.4616676,127.8110685,경남,산청군,경남 산청군,
신수리경로당,경상북도 의성군 안사면 안사풍천길 301 ,"한파쉼터,무더위쉼터",36.4634485,128.4527412,경북,의성군,경북 의성군,
신수도경로당,경상남도 사천시 신수서길 1-48 (신수동),"한파쉼터,무더위쉼터",34.9033326,128.0745256,경남,사천시,경남 사천시,
신송산3회관,"경상남도 의령군 유곡면 청정로9서길 46 , 신송산3마을회관","한파쉼터,무더위쉼터",35.4259363,128.2857647,경남,의령군,경남 의령군,
신송산2회관,경상남도 의령군 유곡면 청정로9길 31 ,"한파쉼터,무더위쉼터",35.4225227,128.2878068,경남,의령군,경남 의령군,
신송산1회관,"경상남도 의령군 유곡면 청정로9동길 29 , 신송산1리마을회관","한파쉼터,무더위쉼터",35.4206062,128.2902738,경남,의령군,경남 의령군,
서경리경로당,대구광역시 군위군 소보면 송백로 1145 ,"한파쉼터,무더위쉼터",36.2349816,128.4911625,대구,군위군,대구 군위군,
신성아파트경로당,경상남도 사천시 사천읍운동장길 3-23,"한파쉼터,무더위쉼터",35.08913,128.092125,경남,사천시,경남 사천시,
신성경로당,경상남도 창원시 의창구 대산면 대산북로524번길 8-17 ,"한파쉼터,무더위쉼터",35.3668,128.6937,경남,창원시,경남 창원시,
신성2리경로당,경상북도 청송군 안덕면 진골길 11 ,"한파쉼터,무더위쉼터",36.32797,128.983421,경북,청송군,경북 청송군,
서곡경로당,경상남도 창원시 의창구 명지로109번길 18  (명서동),"한파쉼터,무더위쉼터",35.2495591,128.6500953,경남,창원시,경남 창원시,
신성마을회관,경상남도 의령군 용덕면 용덕2길 40 ,"한파쉼터,무더위쉼터",35.3365601,128.2880911,경남,의령군,경남 의령군,
신성동경로당,경상남도 합천군 대병면 신성동길 22 ,"한파쉼터,무더위쉼터",35.5218204,128.0140176,경남,합천군,경남 합천군,
신성남성경로당,"경상남도 창원시 마산회원구 합성북8길 20 , 신성경로당 (합성동)","한파쉼터,무더위쉼터",35.2440061,128.5805364,경남,창원시,경남 창원시,
상함박,경상북도 청도군 각남면 함박2길 6 ,"한파쉼터,무더위쉼터",35.6101998,128.6420488,경북,청도군,경북 청도군,
상향경로당,"경상남도 사천시 삼상로 244 , 상향마을회관 (향촌동)","한파쉼터,무더위쉼터",34.941312,128.101038,경남,사천시,경남 사천시,
상현경로당,경상남도 합천군 봉산면상현3길 3,"한파쉼터,무더위쉼터",35.6409255,128.0345547,경남,합천군,경남 합천군,
상후마을쉼터,경상북도 성주군 금수강산면 성주로 1596 (서부농협영농회농산물간이집하장),"한파쉼터,무더위쉼터",35.941179,128.16134,경북,성주군,경북 성주군,
새검단경로당,울산광역시 울주군 웅촌면 곡천검단로 192-8 ,"한파쉼터,무더위쉼터",35.4566238,129.1888592,울산,울주군,울산 울주군,
서갈화경로당,경상남도 남해군 고현면 남서대로 2981-1 ,"한파쉼터,무더위쉼터",34.8943199,127.8372708,경남,남해군,경남 남해군,
서3동화목경로당,부산광역시 금정구 서곡로8번길 21-1 (서동),"한파쉼터,무더위쉼터",35.216466,129.1065117,부산,금정구,부산 금정구,
송공경로당,대구광역시 달서구 월배로68안길 43-7 (송현동),"한파쉼터,무더위쉼터",35.8265129,128.5494976,대구,달서구,대구 달서구,
상화1리경로당,경상북도 의성군 단촌면 상화길 17 ,"한파쉼터,무더위쉼터",36.3944458,128.7146857,경북,의성군,경북 의성군,
상화2리경로당,경상북도 의성군 단촌면신적길 2,"한파쉼터,무더위쉼터",36.400092,128.707933,경북,의성군,경북 의성군,
상회경로당,울산광역시 울주군 온산읍 삼평길 272,"한파쉼터,무더위쉼터",35.4073353,129.3152283,울산,울주군,울산 울주군,
신안경로당,경상북도 고령군 개진면신안길 8 ,"한파쉼터,무더위쉼터",35.713221,128.315199,경북,고령군,경북 고령군,
상평부녀마을회관,경상남도 하동군 진교면 민다리길 92-1,"한파쉼터,무더위쉼터",35.0298996,127.902237,경남,하동군,경남 하동군,
신안골경로당,경상남도 창원시 진해구 안청남로22번길 9-10 (안골동),"한파쉼터,무더위쉼터",35.1002465,128.8056314,경남,창원시,경남 창원시,
신안경로당(웅촌),울산광역시 울주군 웅촌면 물건너길 73 ,"한파쉼터,무더위쉼터",35.4387355,129.2017695,울산,울주군,울산 울주군,
신안경로당,울산광역시 울주군 삼남읍 신안길 69,"한파쉼터,무더위쉼터",35.5256201,129.1075664,울산,울주군,울산 울주군,
신안경로당,경상북도 안동시 퇴계로 190,"한파쉼터,무더위쉼터",36.5739286,128.7332796,경북,안동시,경북 안동시,
신안경로당,경상남도 창녕군 대합면 신안1길 30 ,"한파쉼터,무더위쉼터",35.6004278,128.4601767,경남,창녕군,경남 창녕군,
신안3리경로당,경상북도 의성군 안평면 월안길 23,"한파쉼터,무더위쉼터",36.347687,128.627199,경북,의성군,경북 의성군,
신안경로당,경상남도 김해시 신안계곡길 9 (관동동),"한파쉼터,무더위쉼터",35.1756587,128.7873012,경남,김해시,경남 김해시,
신안경로당,경상남도 김해시 대동면 대동로450번길 78,"한파쉼터,무더위쉼터",35.232012,128.96788,경남,김해시,경남 김해시,
서강파크경로당,"울산광역시 남구 거마로77번길 8 (신정동, 서강파크아파트)","한파쉼터,무더위쉼터",35.541322,129.2993166,울산,남구,울산 남구,
신안5리(지동)경로당,경상북도 김천시 조마면 새래길 183-3 ,"한파쉼터,무더위쉼터",36.0703725,128.1049745,경북,김천시,경북 김천시,
상포마을회관,"경상남도 의령군 낙서면 낙동강로11길 15 , 상포마을회관","한파쉼터,무더위쉼터",35.5100306,128.3751914,경남,의령군,경남 의령군,
"신안2,3리(중동)경로당",경상북도 김천시 조마면 신안2길 155 ,"한파쉼터,무더위쉼터",36.0747441,128.1087372,경북,김천시,경북 김천시,
상포부녀노인회경로당,경상남도 창원시 의창구 대산면 진남로114번길 125-9 ,"한파쉼터,무더위쉼터",35.3229033,128.7123978,경남,창원시,경남 창원시,
신안2리경로당(신안2길),경상북도 의성군 안평면 신안2길 19 ,"한파쉼터,무더위쉼터",36.3479843,128.6132205,경북,의성군,경북 의성군,
신안2리경로당,경상북도 의성군 안평면 신안길 127 ,"한파쉼터,무더위쉼터",36.3475933,128.6022931,경북,의성군,경북 의성군,
서강아파트경로당(옥동),"울산광역시 남구 은월로2번길 39  (옥동, 서강파크아파트)","한파쉼터,무더위쉼터",35.5378202,129.2892591,울산,남구,울산 남구,
상포경로당,경상남도 거제시 장목면 외포6길 8-2 ,"한파쉼터,무더위쉼터",34.9459391,128.716169,경남,거제시,경남 거제시,
상포경로당,경상남도 합천군 쌍책면상포1길 186,"한파쉼터,무더위쉼터",35.5839959,128.2672175,경남,합천군,경남 합천군,
구산마을회관,경상남도 산청군 단성면 호암로 176,"한파쉼터,무더위쉼터",35.2825832,127.9191362,경남,산청군,경남 산청군,
구산마을회관,경상남도 창녕군 부곡면 구산1길 9 ,"한파쉼터,무더위쉼터",35.396133,128.639138,경남,창녕군,경남 창녕군,
구산마을회관(구산경로당),경상남도 함양군 백전면 구산길 65,"한파쉼터,무더위쉼터",35.5473933,127.6245312,경남,함양군,경남 함양군,
구성마을회관,경상남도 의령군 대의면 대의로 67-3 ,"한파쉼터,무더위쉼터",35.3724276,128.1065458,경남,의령군,경남 의령군,
구산3리마을회관,경상북도 울진군 근남면왕피천로 593,"한파쉼터,무더위쉼터",36.9235522,129.3461363,경북,울진군,경북 울진군,
구산경로당,"경상남도 거창군 거창읍 구산1길 330-12, 새마을회관","한파쉼터,무더위쉼터",35.730679,127.903015,경남,거창군,경남 거창군,
구산경로당,경상남도 창원시 의창구 대산면 대산북로524번길 118 ,"한파쉼터,무더위쉼터",35.3577006,128.6949018,경남,창원시,경남 창원시,
구성경로당,경상북도 영주시 영주로170번길 20,"한파쉼터,무더위쉼터",36.8248979,128.6188662,경북,영주시,경북 영주시,
구서1동행정복지센터,부산광역시 금정구 수림로72번길 123 (구서동),"한파쉼터,무더위쉼터",35.2451153,129.0869442,부산,금정구,부산 금정구,
구성2리회관,경상북도 의성군 옥산면 구성2길 77-4 ,"한파쉼터,무더위쉼터",36.3856904,128.8096681,경북,의성군,경북 의성군,
구서2동새마을금고,부산광역시 금정구 금강로 568  (구서동),"한파쉼터,무더위쉼터",35.2581942,129.0879124,부산,금정구,부산 금정구,
구서2동행정복지센터,부산광역시 금정구 금강로 584 (구서동),"한파쉼터,무더위쉼터",35.2595693,129.0879446,부산,금정구,부산 금정구,
구서본동경로당,부산광역시 금정구 수림로72번길 123 (구서동),"한파쉼터,무더위쉼터",35.2452231,129.0870067,부산,금정구,부산 금정구,
구성1경로당,경상남도 의령군 대의면 대의로1길 33 ,"한파쉼터,무더위쉼터",35.3738798,128.1102611,경남,의령군,경남 의령군,
구산유촌경로당,경상남도 창녕군 부곡면 유촌길 2 ,"한파쉼터,무더위쉼터",35.3891546,128.6383149,경남,창녕군,경남 창녕군,
구상곡마을회관,"경상남도 의령군 유곡면 능인로6길 4 , 구상곡마을회관","한파쉼터,무더위쉼터",35.4023306,128.2511092,경남,의령군,경남 의령군,
구성경로당,경상북도 의성군 옥산면 금봉로 9 ,"한파쉼터,무더위쉼터",36.3932,128.8096064,경북,의성군,경북 의성군,
구산2리경로당,경상북도 청송군 현서면 구산북로 31 ,"한파쉼터,무더위쉼터",36.2731467,128.897827,경북,청송군,경북 청송군,
구산2리경로당,경상북도 의성군 봉양면 덕은길 91 ,"한파쉼터,무더위쉼터",36.2857072,128.6071828,경북,의성군,경북 의성군,
구미1경로당,경상남도 고성군 상리면 망림2길 124-11,"한파쉼터,무더위쉼터",34.995164,128.2265884,경남,고성군,경남 고성군,
구미1구경로당,경상남도 합천군 가야면구미1길 3,"한파쉼터,무더위쉼터",35.7397903,128.1016008,경남,합천군,경남 합천군,
구미2경로당,경상남도 고성군 상리면 망림1길 93,"한파쉼터,무더위쉼터",34.9969017,128.2211673,경남,고성군,경남 고성군,
구미경로당,경상남도 남해군 남면 남서대로1268번길 4 ,"한파쉼터,무더위쉼터",34.7856047,127.849389,경남,남해군,경남 남해군,
구미경로당,경상남도 밀양시 단장면 구미3길 3 ,"한파쉼터,무더위쉼터",35.4932302,128.8321194,경남,밀양시,경남 밀양시,
구미경로당,"경상남도 사천시 구미1길 30 , 구미새마을회관 (송포동)","한파쉼터,무더위쉼터",34.9662,128.064826,경남,사천시,경남 사천시,
구미경로당,경상남도 창녕군 대지면 구미길 20 ,"한파쉼터,무더위쉼터",35.5297806,128.4686182,경남,창녕군,경남 창녕군,
구미경로당,경상남도 창녕군 대합면 구미마을길 81 ,"한파쉼터,무더위쉼터",35.6151604,128.4028167,경남,창녕군,경남 창녕군,
구미경로당,경상남도 창원시 마산회원구 내서읍 구미길 47 ,"한파쉼터,무더위쉼터",35.2529833,128.5214379,경남,창원시,경남 창원시,
구만마을회관,경상남도 산청군 단성면 지리산대로2395번길 11,"한파쉼터,무더위쉼터",35.2707546,127.894392,경남,산청군,경남 산청군,
구만마을회관(구만경로당),경상남도 함양군 함양읍 구만길 64,"한파쉼터,무더위쉼터",35.4864269,127.7037315,경남,함양군,경남 함양군,
구만면사무소,경상남도 고성군 구만면 영회로 1765,"한파쉼터,무더위쉼터",35.0879401,128.3350312,경남,고성군,경남 고성군,
구매1리발매경로당,경상북도 영양군 청기면 발매길 26 ,"한파쉼터,무더위쉼터",36.6563421,129.0252976,경북,영양군,경북 영양군,
구몰경로당,"경상남도 사천시 곤명면 작팔길 221 , 구몰마을회관","한파쉼터,무더위쉼터",35.117345,127.982182,경남,사천시,경남 사천시,
구무동경로당,경상남도 하동군 양보면구무안길 11,"한파쉼터,무더위쉼터",35.0395246,127.856314,경남,하동군,경남 하동군,
